"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes","comedy","horror","action","drama","scifi","arthouse","documentary","rotten","fresh","cert_fresh"
"750",750,"Trapped","R","Action & Adventure, Drama, Mystery & Suspense",105,"Rotten",17,59,7073251,2002,6.4,1404,0,0,1,1,0,0,0,1,0,0
"751",751,"The Dogwalker","NR","Comedy",105,"Rotten",50,10,4604,2006,6.2,155,1,0,0,0,0,0,0,1,0,0
"752",752,"Derailed","R","Action & Adventure",89,"Rotten",0,5,36024076,2005,3.9,8101,0,0,1,0,0,0,0,1,0,0
"753",753,"Swept Away","R","Comedy, Drama, Romance",89,"Rotten",5,79,598645,2002,3.6,16929,1,0,0,1,0,0,0,1,0,0
"754",754,"All or Nothing","R","Art House & International, Comedy, Documentary, Drama",128,"Certified-Fresh",82,92,201546,2002,7.5,10862,1,0,0,1,0,1,1,0,0,1
"755",755,"Femme Fatale","R","Drama, Horror, Mystery & Suspense",110,"Rotten",49,137,6630252,2002,4.6,589,0,1,0,1,0,0,0,1,0,0
"756",756,"The Quiet American","R","Drama, Mystery & Suspense, Romance",101,"Certified-Fresh",87,156,12988801,2002,6.7,1929,0,0,0,1,0,0,0,0,0,1
"757",757,"One Week","R","Drama",97,"Fresh",80,10,190441,2001,6.3,260,0,0,0,1,0,0,0,0,1,0
"758",758,"Empire","R","Action & Adventure, Drama",95,"Rotten",21,101,17600423,2002,3.7,1337,0,0,1,1,0,0,0,1,0,0
"759",759,"Pinocchio","G","Art House & International, Comedy, Kids & Family, Science Fiction & Fantasy",108,"Rotten",0,55,3684305,2002,7.5,146704,1,0,0,0,1,1,0,1,0,0
"760",760,"Nicholas Nickleby","PG","Drama",138,"Certified-Fresh",78,128,1587173,2002,7.1,12648,0,0,0,1,0,0,0,0,0,1
"761",761,"Lockdown","R","Drama, Mystery & Suspense",101,"Rotten",58,12,449482,2003,6.2,2598,0,0,0,1,0,0,0,1,0,0
"762",762,"The Hunted","R","Action & Adventure, Mystery & Suspense",94,"Rotten",29,149,34244097,2003,6.5,515,0,0,1,0,0,0,0,1,0,0
"763",763,"Anger Management","PG-13","Comedy",106,"Rotten",42,194,135645823,2003,6.2,216104,1,0,0,0,0,0,0,1,0,0
"764",764,"Devdas","PG","Art House & International, Drama, Musical & Performing Arts, Romance",181,"Fresh",89,19,2745382,2002,6.1,111,0,0,0,1,0,1,0,0,1,0
"765",765,"Unconditional Love","PG-13","Comedy, Drama, Musical & Performing Arts, Mystery & Suspense",121,"Rotten",14,7,115202,1999,6.1,63,1,0,0,1,0,0,0,1,0,0
"766",766,"Grind","PG-13","Action & Adventure, Comedy",105,"Rotten",8,74,5123696,2003,5.4,440,1,0,1,0,0,0,0,1,0,0
"767",767,"Cabin Fever","R","Horror, Mystery & Suspense",94,"Fresh",62,140,21158188,2003,5.6,78718,0,1,0,0,0,0,0,0,1,0
"768",768,"Luther","PG-13","Drama, Faith & Spirituality",120,"Rotten",45,62,5791328,2003,6.5,449,0,0,0,1,0,0,0,1,0,0
"769",769,"Dummy","R","Comedy, Drama",90,"Fresh",71,34,71646,2003,7.3,246,1,0,0,1,0,0,0,0,1,0
"770",770,"Good Boy!","PG","Comedy, Kids & Family",89,"Rotten",44,87,37667746,2003,5.1,4455,1,0,0,0,0,0,0,1,0,0
"771",771,"House of the Dead","R","Action & Adventure, Horror",90,"Rotten",3,61,10249719,2003,2.1,37410,0,1,1,0,0,0,0,1,0,0
"772",772,"Mayor of the Sunset Strip","R","Documentary, Musical & Performing Arts",94,"Certified-Fresh",87,78,257315,2004,7,1581,0,0,0,0,0,0,1,0,0,1
"773",773,"The Missing","R","Action & Adventure, Drama, Special Interest, Western",135,"Rotten",58,173,27011180,2003,5,50,0,0,1,1,0,0,0,1,0,0
"774",774,"Big Fish","PG-13","Comedy, Drama",125,"Certified-Fresh",75,219,66809693,2003,8,440352,1,0,0,1,0,0,0,0,0,1
"775",775,"Highwaymen","R","Action & Adventure, Drama, Horror, Mystery & Suspense",80,"Rotten",13,15,371396,2004,5.6,8954,0,1,1,1,0,0,0,1,0,0
"776",776,"American Gun","R","Drama",89,"Rotten",40,20,24098,2006,6.2,1238,0,0,0,1,0,0,0,1,0,0
"777",777,"The Company","PG-13","Art House & International, Drama, Musical & Performing Arts",112,"Fresh",72,134,2283914,2003,6.2,6639,0,0,0,1,0,1,0,0,1,0
"778",778,"Torque","PG-13","Action & Adventure",81,"Rotten",23,115,21215059,2004,4.1,28435,0,0,1,0,0,0,0,1,0,0
"779",779,"The Reckoning","R","Documentary, Drama, Mystery & Suspense",110,"Rotten",39,89,257252,2004,5.1,47,0,0,0,1,0,0,1,1,0,0
"780",780,"The Girl Next Door","R","Comedy, Drama",108,"Rotten",56,160,14589444,2004,6.2,283,1,0,0,1,0,0,0,1,0,0
"781",781,"Ned Kelly","R","Action & Adventure, Drama, Western",109,"Rotten",55,58,86959,2004,5,1299,0,0,1,1,0,0,0,1,0,0
"782",782,"Envy","PG-13","Action & Adventure, Comedy",99,"Rotten",8,118,13562325,2004,5.5,384,1,0,1,0,0,0,0,1,0,0
"783",783,"The Punisher","R","Action & Adventure, Drama",124,"Rotten",29,170,33810189,2004,5.6,23979,0,0,1,1,0,0,0,1,0,0
"784",784,"The Terminal","PG-13","Comedy, Drama",128,"Fresh",61,206,77872883,2004,7.4,456694,1,0,0,1,0,0,0,0,1,0
"785",785,"King Arthur","PG-13","Action & Adventure, Drama",126,"Rotten",31,191,51882244,2004,6.3,168465,0,0,1,1,0,0,0,1,0,0
"786",786,"Let's Get Frank","NR","Documentary, Special Interest",75,"Rotten",54,13,10440,2004,7.5,88,0,0,0,0,0,0,1,1,0,0
"787",787,"Kal Ho Naa Ho","NR","Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",187,"Fresh",70,10,1991922,2003,7.9,69408,1,0,0,1,0,1,0,0,1,0
"788",788,"The 24th Day","R","Drama, Horror",92,"Rotten",27,15,14460,2004,6.4,3646,0,1,0,1,0,0,0,1,0,0
"789",789,"Uncovered: The War on Iraq","NR","Documentary, Special Interest",86,"Certified-Fresh",78,49,238924,2004,7.5,605,0,0,0,0,0,0,1,0,0,1
"790",790,"Lightning in a Bottle","PG-13","Documentary, Musical & Performing Arts, Special Interest",109,"Certified-Fresh",87,62,201711,2004,6.2,108,0,0,0,0,0,0,1,0,0,1
"791",791,"Lana's Rain","R","Drama",107,"Rotten",22,9,44287,2004,6.2,185,0,0,0,1,0,0,0,1,0,0
"792",792,"Beauty Shop","PG-13","Comedy",105,"Rotten",38,119,36351350,2005,5.6,17498,1,0,0,0,0,0,0,1,0,0
"793",793,"Hostage","R","Drama, Mystery & Suspense",113,"Rotten",35,158,34639939,2005,5.4,296,0,0,0,1,0,0,0,1,0,0
"794",794,"Are We There Yet?","PG","Action & Adventure, Comedy, Kids & Family, Romance",94,"Rotten",12,116,82674398,2005,4.7,32420,1,0,1,0,0,0,0,1,0,0
"795",795,"Hide and Seek","R","Mystery & Suspense",100,"Rotten",13,158,51100486,2005,7,200,0,0,0,0,0,0,0,1,0,0
"796",796,"Employee of the Month","R","Comedy",97,"Rotten",11,9,28444855,2006,6.1,9977,1,0,0,0,0,0,0,1,0,0
"797",797,"Union Square","R","Documentary, Drama, Special Interest",90,"Rotten",53,15,44830,2012,6.7,61,0,0,0,1,0,0,1,1,0,0
"798",798,"Cursed","R","Horror",97,"Rotten",17,96,19297522,2005,4.4,105,0,1,0,0,0,0,0,1,0,0
"799",799,"Sky High","PG","Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",100,"Fresh",73,131,63946815,2005,5.8,225,1,0,1,0,1,0,0,0,1,0
"800",800,"The Snow Walker","PG","Action & Adventure, Drama",109,"Fresh",86,14,201149,2004,7.3,10829,0,0,1,1,0,0,0,0,1,0
"801",801,"Moog","NR","Documentary, Musical & Performing Arts",72,"Rotten",29,17,3604,2004,6.1,622,0,0,0,0,0,0,1,1,0,0
"802",802,"Crash","R","Drama",112,"Certified-Fresh",74,241,54580300,2005,4.3,50,0,0,0,1,0,0,0,0,0,1
"803",803,"The Honeymooners","PG","Comedy, Drama, Television",90,"Rotten",13,112,12843849,2005,6.3,36,1,0,0,1,0,0,0,1,0,0
"804",804,"Stealth","PG-13","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",120,"Rotten",12,141,32116746,2005,5,54383,0,0,1,0,1,0,0,1,0,0
"805",805,"The Skeleton Key","PG-13","Drama, Horror, Mystery & Suspense, Romance",104,"Rotten",38,154,47907715,2005,6.5,115312,0,1,0,1,0,0,0,1,0,0
"806",806,"Red Eye","PG-13","Action & Adventure, Mystery & Suspense",85,"Certified-Fresh",79,193,57891803,2005,6.1,28,0,0,1,0,0,0,0,0,0,1
"807",807,"Bomb the System","R","Action & Adventure, Drama",91,"Rotten",32,22,15520,2005,6.4,1035,0,0,1,1,0,0,0,1,0,0
"808",808,"Hellbent","R","Drama, Horror, Mystery & Suspense",85,"Rotten",48,42,183066,2005,4.7,217,0,1,0,1,0,0,0,1,0,0
"809",809,"Capote","R","Drama",115,"Certified-Fresh",90,196,28750530,2005,7.3,133627,0,0,0,1,0,0,0,0,0,1
"810",810,"Nine Lives","R","Drama",112,"Certified-Fresh",75,85,478830,2005,5.3,399,0,0,0,1,0,0,0,0,0,1
"811",811,"Kids in America","PG-13","Comedy, Documentary",89,"Rotten",17,36,537667,2005,5.6,2737,1,0,0,0,0,0,1,1,0,0
"812",812,"Rent","PG-13","Comedy, Musical & Performing Arts, Romance",135,"Rotten",46,175,29077547,2005,6.8,53566,1,0,0,0,0,0,0,1,0,0
"813",813,"Jarhead","R","Drama",123,"Fresh",61,200,62658220,2005,7,190112,0,0,0,1,0,0,0,0,1,0
"814",814,"The New World","PG-13","Action & Adventure, Drama, Romance",149,"Fresh",63,188,12712093,2005,6.7,86675,0,0,1,1,0,0,0,0,1,0
"815",815,"The Ringer","PG-13","Comedy",94,"Rotten",40,89,35428675,2005,5.8,42,1,0,0,0,0,0,0,1,0,0
"816",816,"Breakfast on Pluto","R","Comedy, Drama",135,"Rotten",57,122,828699,2005,7.2,22620,1,0,0,1,0,0,0,1,0,0
"817",817,"Curious George","G","Animation, Comedy, Kids & Family",87,"Fresh",70,107,58360760,2006,6.5,16883,1,0,0,0,0,0,0,0,1,0
"818",818,"Big Momma's House 2","PG-13","Comedy",99,"Rotten",5,73,70165972,2006,4.7,43865,1,0,0,0,0,0,0,1,0,0
"819",819,"Pariah","R","Art House & International, Drama",105,"Rotten",43,14,769552,2011,4.3,917,0,0,0,1,0,1,0,1,0,0
"820",820,"Hoodwinked","PG","Animation, Comedy, Kids & Family",81,"Rotten",46,125,51386611,2005,6.4,7,1,0,0,0,0,0,0,1,0,0
"821",821,"Glory Road","PG","Drama, Sports & Fitness",117,"Rotten",55,152,42647449,2006,7.2,46435,0,0,0,1,0,0,0,1,0,0
"822",822,"Date Movie","PG-13","Comedy",82,"Rotten",7,90,48548426,2006,2.8,59744,1,0,0,0,0,0,0,1,0,0
"823",823,"Why We Fight","PG-13","Documentary, Special Interest",99,"Certified-Fresh",78,114,1439972,2006,8,10031,0,0,0,0,0,0,1,0,0,1
"824",824,"Casanova","R","Comedy, Drama, Romance",111,"Rotten",43,134,11304403,2005,7.2,26,1,0,0,1,0,0,0,1,0,0
"825",825,"Doogal","G","Animation, Kids & Family, Science Fiction & Fantasy",76,"Rotten",8,49,7417319,2006,2.8,5161,0,0,0,0,1,0,0,1,0,0
"826",826,"Adam & Steve","R","Comedy, Drama",99,"Rotten",55,38,309404,2006,5.8,3156,1,0,0,1,0,0,0,1,0,0
"827",827,"On a Clear Day","PG-13","Comedy, Drama",92,"Fresh",68,68,191033,2006,6.9,3265,1,0,0,1,0,0,0,0,1,0
"828",828,"Clean","R","Art House & International, Drama",111,"Fresh",73,66,138711,2006,6.8,4725,0,0,0,1,0,1,0,0,1,0
"829",829,"London","R","Drama",90,"Rotten",14,36,20361,2006,7.3,608,0,0,0,1,0,0,0,1,0,0
"830",830,"Little Fish","R","Drama, Mystery & Suspense",113,"Fresh",90,30,8148,2006,6.2,8812,0,0,0,1,0,0,0,0,1,0
"831",831,"The Devil and Daniel Johnston","PG-13","Documentary, Musical & Performing Arts",110,"Certified-Fresh",88,112,334450,2006,7.9,10142,0,0,0,0,0,0,1,0,0,1
"832",832,"See No Evil","R","Horror, Mystery & Suspense",84,"Rotten",9,58,15032800,2006,6.6,3355,0,1,0,0,0,0,0,1,0,0
"833",833,"Marie Antoinette","PG-13","Documentary, Drama",123,"Rotten",57,215,15962471,2006,7.3,3024,0,0,0,1,0,0,1,1,0,0
"834",834,"Sleeping Dogs Lie","R","Comedy, Drama",89,"Fresh",64,53,15745,2006,5.8,88,1,0,0,1,0,0,0,0,1,0
"835",835,"Christmas in the Clouds","PG","Comedy, Kids & Family, Romance",94,"Fresh",69,35,279225,2005,6.4,819,1,0,0,0,0,0,0,0,1,0
"836",836,"The Hoax","R","Comedy, Drama",115,"Certified-Fresh",86,154,7164995,2007,5,29,1,0,0,1,0,0,0,0,0,1
"837",837,"For Your Consideration","PG-13","Comedy",86,"Rotten",52,161,5549923,2006,6.3,15189,1,0,0,0,0,0,0,1,0,0
"838",838,"Free Zone","NR","Art House & International, Drama",90,"Rotten",26,46,32381,2006,5.7,2917,0,0,0,1,0,1,0,1,0,0
"839",839,"Standing Still","R","Comedy, Drama",90,"Rotten",36,22,30142,2006,5.6,2360,1,0,0,1,0,0,0,1,0,0
"840",840,"Superhero Movie","PG-13","Action & Adventure, Comedy",85,"Rotten",17,53,25881068,2008,4.6,69431,1,0,1,0,0,0,0,1,0,0
"841",841,"The Blue Butterfly","PG","Action & Adventure, Drama, Kids & Family",96,"Rotten",44,9,1755355,2004,6.2,1589,0,0,1,1,0,0,0,1,0,0
"842",842,"Look Both Ways","PG-13","Comedy, Drama",100,"Certified-Fresh",76,58,105067,2006,6.9,3047,1,0,0,1,0,0,0,0,0,1
"843",843,"Bobby","R","Drama",119,"Rotten",47,176,11242801,2006,6.9,1905,0,0,0,1,0,0,0,1,0,0
"844",844,"Cavite","NR","Art House & International, Horror, Mystery & Suspense",78,"Fresh",73,40,70071,2006,6,670,0,1,0,0,0,1,0,0,1,0
"845",845,"Land of the Blind","R","Drama",101,"Rotten",17,18,5244,2006,6.4,3765,0,0,0,1,0,0,0,1,0,0
"846",846,"Coastlines","R","Drama",119,"Rotten",48,25,7883,2006,5.8,691,0,0,0,1,0,0,0,1,0,0
"847",847,"Unconscious","R","Art House & International, Comedy, Drama, Mystery & Suspense",108,"Fresh",85,26,68501,2006,6.4,59,1,0,0,1,0,1,0,0,1,0
"848",848,"Voices of Iraq","NR","Documentary, Special Interest",79,"Fresh",60,15,57999,2004,6.9,390,0,0,0,0,0,0,1,0,1,0
"849",849,"Trade","R","Drama, Mystery & Suspense",119,"Rotten",33,72,214307,2007,7.3,17447,0,0,0,1,0,0,0,1,0,0
"850",850,"Abominable","R","Horror",94,"Fresh",67,15,1810,2006,5.1,4587,0,1,0,0,0,0,0,0,1,0
"851",851,"Red Doors","R","Comedy, Drama",91,"Fresh",61,23,97848,2006,6.5,1109,1,0,0,1,0,0,0,0,1,0
"852",852,"Pizza","PG-13","Comedy",93,"Rotten",31,13,5716,2006,5.6,1114,1,0,0,0,0,0,0,1,0,0
"853",853,"Driving Lessons","PG-13","Comedy, Drama",98,"Rotten",48,75,239962,2006,6.6,10842,1,0,0,1,0,0,0,1,0,0
"854",854,"Ballets Russes","NR","Documentary, Musical & Performing Arts",121,"Certified-Fresh",92,60,815848,2005,7.9,685,0,0,0,0,0,0,1,0,0,1
"855",855,"The Invisible","PG-13","Drama, Mystery & Suspense",102,"Rotten",20,60,20578909,2007,6.1,35704,0,0,0,1,0,0,0,1,0,0
"856",856,"The Bridge","R","Documentary, Drama",95,"Fresh",68,59,179780,2006,6.7,131,0,0,0,1,0,0,1,0,1,0
"857",857,"Perfect Stranger","R","Drama, Mystery & Suspense",109,"Rotten",10,142,23984949,2007,5.7,48347,0,0,0,1,0,0,0,1,0,0
"858",858,"Vitus","PG","Art House & International, Drama",120,"Fresh",66,61,187480,2007,7.6,5001,0,0,0,1,0,1,0,0,1,0
"859",859,"Definitely, Maybe","PG-13","Comedy, Romance",112,"Certified-Fresh",70,148,32241649,2008,7.1,166258,1,0,0,0,0,0,0,0,0,1
"860",860,"Wanted","R","Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",110,"Certified-Fresh",71,206,134508551,2008,6.1,407,0,0,1,0,1,0,0,0,0,1
"861",861,"Silk","R","Drama, Romance",109,"Rotten",7,55,1103075,2007,3.9,412,0,0,0,1,0,0,0,1,0,0
"862",862,"License to Wed","PG-13","Comedy, Drama",91,"Rotten",7,125,43799818,2007,5.2,39555,1,0,0,1,0,0,0,1,0,0
"863",863,"Fred Claus","PG","Comedy",116,"Rotten",21,143,72006777,2007,5.6,44013,1,0,0,0,0,0,0,1,0,0
"864",864,"The Jane Austen Book Club","PG-13","Comedy, Drama, Romance",106,"Fresh",66,116,3575227,2007,6.7,28055,1,0,0,1,0,0,0,0,1,0
"865",865,"Lars and the Real Girl","PG-13","Comedy",107,"Certified-Fresh",81,139,5972884,2007,7.3,146143,1,0,0,0,0,0,0,0,0,1
"866",866,"Tortilla Heaven","PG-13","Comedy",97,"Rotten",25,12,105401,2007,5.3,444,1,0,0,0,0,0,0,1,0,0
"867",867,"Descent","R","Art House & International, Drama, Mystery & Suspense",100,"Rotten",35,34,15233,2007,3.4,1009,0,0,0,1,0,1,0,1,0,0
"868",868,"Hollywood Dreams","R","Comedy, Drama",101,"Rotten",38,29,171255,2007,3,165,1,0,0,1,0,0,0,1,0,0
"869",869,"The Final Season","PG","Art House & International, Drama",113,"Rotten",26,50,1159691,2007,6.5,2620,0,0,0,1,0,1,0,1,0,0
"870",870,"Take","R","Art House & International, Drama, Mystery & Suspense",99,"Rotten",45,29,6627,2008,5.8,1633,0,0,0,1,0,1,0,1,0,0
"871",871,"You Kill Me","R","Comedy, Drama, Romance",92,"Certified-Fresh",78,115,2429367,2007,6.4,18570,1,0,0,1,0,0,0,0,0,1
"872",872,"Amu","NR","Drama",102,"Fresh",82,22,51251,2007,7.3,911,0,0,0,1,0,0,0,0,1,0
"873",873,"The Hunting Party","R","Action & Adventure, Comedy, Mystery & Suspense",103,"Rotten",55,94,969869,2007,6.2,3091,1,0,1,0,0,0,0,1,0,0
"874",874,"Dirty Laundry","PG-13","Art House & International, Comedy, Documentary, Drama, Special Interest",107,"Rotten",50,12,20138,2007,3.9,140,1,0,0,1,0,1,1,1,0,0
"875",875,"Alvin and the Chipmunks","PG","Animation, Comedy, Kids & Family",91,"Rotten",28,109,217326974,2007,5.2,86026,1,0,0,0,0,0,0,1,0,0
"876",876,"The Unknown Soldier","NR","Art House & International, Documentary, Special Interest",97,"Fresh",60,10,9602,2007,7.2,20,0,0,0,0,0,1,1,0,1,0
"877",877,"Coffee Date","NR","Comedy, Drama",94,"Rotten",50,18,4412,2006,6.3,1491,1,0,0,1,0,0,0,1,0,0
"878",878,"The Express","PG","Drama",129,"Fresh",62,120,9793406,2008,7.2,21991,0,0,0,1,0,0,0,0,1,0
"879",879,"Itty Bitty Titty Committee","NR","Comedy, Gay & Lesbian",87,"Rotten",38,8,18445,2007,5.4,2959,1,0,0,0,0,0,0,1,0,0
"880",880,"Blindness","R","Drama, Mystery & Suspense",120,"Rotten",43,159,3351751,2008,6.6,88,0,0,0,1,0,0,0,1,0,0
"881",881,"Mad Money","PG-13","Comedy, Drama",103,"Rotten",22,106,20668843,2008,5.8,21802,1,0,0,1,0,0,0,1,0,0
"882",882,"The Haunting in Connecticut","PG-13","Horror, Mystery & Suspense",92,"Rotten",17,105,55389516,2009,5.8,62394,0,1,0,0,0,0,0,1,0,0
"883",883,"Billy the Kid","NR","Documentary, Special Interest",85,"Fresh",81,32,52823,2007,6,427,0,0,0,0,0,0,1,0,1,0
"884",884,"Angels & Demons","PG-13","Drama, Mystery & Suspense",138,"Rotten",37,259,133375846,2009,6.7,292966,0,0,0,1,0,0,0,1,0,0
"885",885,"The Lovely Bones","PG-13","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",136,"Rotten",32,246,44114232,2009,6.6,169975,0,1,0,1,1,0,0,1,0,0
"886",886,"Shelter","R","Drama, Romance",97,"Fresh",60,20,142666,2008,5.3,210,0,0,0,1,0,0,0,0,1,0
"887",887,"The Great Buck Howard","PG","Comedy, Drama",90,"Fresh",71,94,750587,2009,6.4,14231,1,0,0,1,0,0,0,0,1,0
"888",888,"The Bank Job","R","Drama, Mystery & Suspense",111,"Certified-Fresh",79,146,30060660,2008,7.2,181977,0,0,0,1,0,0,0,0,0,1
"889",889,"Zack and Miri Make a Porno","R","Comedy, Drama, Romance",101,"Fresh",66,200,31457946,2008,6.5,177870,1,0,0,1,0,0,0,0,1,0
"890",890,"Over Her Dead Body","PG-13","Comedy, Science Fiction & Fantasy, Romance",95,"Rotten",15,109,7563670,2008,5.2,24805,1,0,0,0,1,0,0,1,0,0
"891",891,"Imagine That","PG","Comedy",107,"Rotten",40,119,16123323,2009,5.6,14931,1,0,0,0,0,0,0,1,0,0
"892",892,"Ghost Town","PG-13","Comedy, Documentary, Science Fiction & Fantasy, Special Interest",103,"Certified-Fresh",85,185,13367624,2008,5.9,77,1,0,0,0,1,0,1,0,0,1
"893",893,"Changeling","R","Drama, Mystery & Suspense",141,"Fresh",62,209,35739802,2008,7.8,255473,0,0,0,1,0,0,0,0,1,0
"894",894,"L.A. Twister","R","Comedy, Drama",92,"Rotten",13,15,54444,2004,5.9,280,1,0,0,1,0,0,0,1,0,0
"895",895,"What Love Is","R","Comedy",88,"Rotten",15,13,18901,2007,5.2,1391,1,0,0,0,0,0,0,1,0,0
"896",896,"Mister Lonely","NR","Art House & International, Comedy, Drama, Special Interest",112,"Rotten",47,72,167396,2008,6.4,8033,1,0,0,1,0,1,0,1,0,0
"897",897,"Hell Ride","R","Action & Adventure, Drama, Mystery & Suspense",84,"Rotten",10,59,213608,2008,5,15965,0,0,1,1,0,0,0,1,0,0
"898",898,"Smart People","R","Comedy, Drama, Romance",94,"Rotten",49,150,9511289,2008,6.1,23146,1,0,0,1,0,0,0,1,0,0
"899",899,"State of Play","PG-13","Drama, Mystery & Suspense",127,"Certified-Fresh",84,213,37017955,2009,7.1,152811,0,0,0,1,0,0,0,0,0,1
"900",900,"All Hat","R","Action & Adventure, Western",89,"Rotten",20,5,15198,2008,5.1,554,0,0,1,0,0,0,0,1,0,0
"901",901,"Trumbo","PG-13","Documentary, Television",96,"Certified-Fresh",83,54,109057,2008,7.4,1179,0,0,0,0,0,0,1,0,0,1
"902",902,"Deal","PG-13","Drama",88,"Rotten",3,35,61626,2008,6.2,11,0,0,0,1,0,0,0,1,0,0
"903",903,"Chapter 27","R","Drama",84,"Rotten",18,49,56215,2008,5.6,11135,0,0,0,1,0,0,0,1,0,0
"904",904,"Step Brothers","R","Comedy",95,"Rotten",55,205,100468793,2008,6.9,294646,1,0,0,0,0,0,0,1,0,0
"905",905,"Noise","R","Comedy, Drama",87,"Rotten",58,45,16513,2008,7.7,13,1,0,0,1,0,0,0,1,0,0
"906",906,"Miss Conception","R","Art House & International, Comedy, Romance",94,"Rotten",8,13,2134,2008,4.6,2811,1,0,0,0,0,1,0,1,0,0
"907",907,"Elegy","R","Drama",111,"Certified-Fresh",75,122,3581642,2008,6.7,22642,0,0,0,1,0,0,0,0,0,1
"908",908,"The Take","R","Action & Adventure, Drama, Mystery & Suspense",96,"Fresh",85,13,30380,2004,5.4,280,0,0,1,1,0,0,0,0,1,0
"909",909,"High School Musical 3: Senior Year","G","Musical & Performing Arts",112,"Fresh",63,131,90559416,2008,4.9,63076,0,0,0,0,0,0,0,0,1,0
"910",910,"Fanaa","NR","Art House & International, Drama, Musical & Performing Arts, Romance",168,"Fresh",100,7,2105352,2006,7.1,33244,0,0,0,1,0,1,0,0,1,0
"911",911,"Encounters at the End of the World","G","Documentary",99,"Certified-Fresh",94,111,944933,2008,7.7,18514,0,0,0,0,0,0,1,0,0,1
"912",912,"Salaam Namaste","NR","Art House & International, Comedy, Drama, Musical & Performing Arts, Romance",157,"Fresh",83,6,1413283,2005,6.1,7646,1,0,0,1,0,1,0,0,1,0
"913",913,"The Wolfman","R","Horror, Mystery & Suspense",102,"Rotten",34,219,61979680,2010,5.8,107205,0,1,0,0,0,0,0,1,0,0
"914",914,"Happy-Go-Lucky","R","Art House & International, Comedy, Drama",118,"Certified-Fresh",92,159,3512016,2008,5.2,76,1,0,0,1,0,1,0,0,0,1
"915",915,"Viva","R","Art House & International, Comedy, Drama, Musical & Performing Arts",120,"Fresh",62,50,178008,2016,5.9,1297,1,0,0,1,0,1,0,0,1,0
"916",916,"My Winnipeg","NR","Documentary, Special Interest",80,"Certified-Fresh",95,92,159363,2008,7.6,5301,0,0,0,0,0,0,1,0,0,1
"917",917,"Space Chimps","G","Action & Adventure, Animation, Comedy, Kids & Family",81,"Rotten",33,92,30105968,2008,4.5,11848,1,0,1,0,0,0,0,1,0,0
"918",918,"Hounddog","R","Drama, Musical & Performing Arts",93,"Rotten",15,53,131961,2008,6.2,6288,0,0,0,1,0,0,0,1,0,0
"919",919,"Never Forever","R","Art House & International, Drama",90,"Fresh",80,20,14485,2008,6.4,1636,0,0,0,1,0,1,0,0,1,0
"920",920,"The Princess and the Frog","G","Animation, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",95,"Certified-Fresh",85,198,104400899,2009,7.1,144584,1,0,0,0,1,0,0,0,0,1
"921",921,"Patti Smith: Dream of Life","NR","Documentary, Musical & Performing Arts",109,"Fresh",67,39,30918,2008,7,1039,0,0,0,0,0,0,1,0,1,0
"922",922,"Lakeview Terrace","PG-13","Drama, Mystery & Suspense",106,"Rotten",44,165,39263506,2008,6.1,52772,0,0,0,1,0,0,0,1,0,0
"923",923,"Quarantine","R","Horror, Mystery & Suspense",89,"Rotten",56,86,31691811,2008,3.5,326,0,1,0,0,0,0,0,1,0,0
"924",924,"Reprise","R","Comedy, Drama",105,"Certified-Fresh",88,81,554826,2008,8.3,52,1,0,0,1,0,0,0,0,0,1
"925",925,"Before the Rains","PG-13","Drama",98,"Rotten",49,68,1029655,2008,6.5,2108,0,0,0,1,0,0,0,1,0,0
"926",926,"My Name Is Bruce","R","Comedy, Horror",86,"Rotten",38,39,173066,2008,6.1,24607,1,1,0,0,0,0,0,1,0,0
"927",927,"Mirrors","R","Horror, Mystery & Suspense",112,"Rotten",15,88,30691439,2008,4.5,139,0,1,0,0,0,0,0,1,0,0
"928",928,"Ballast","NR","Art House & International, Drama",96,"Certified-Fresh",92,79,77556,2008,6.9,2372,0,0,0,1,0,1,0,0,0,1
"929",929,"Paris","R","Art House & International, Comedy, Drama, Romance",128,"Fresh",66,71,1010194,2009,2.5,188,1,0,0,1,0,1,0,0,1,0
"930",930,"Fantastic Mr. Fox","PG","Action & Adventure, Animation, Comedy, Kids & Family",88,"Certified-Fresh",93,240,21002919,2009,7.9,230420,1,0,1,0,0,0,0,0,0,1
"931",931,"The Perfect Game","PG","Drama, Kids & Family, Sports & Fitness",118,"Rotten",57,44,1037071,2010,6.9,3776,0,0,0,1,0,0,0,1,0,0
"932",932,"Shutter Island","R","Action & Adventure, Drama, Mystery & Suspense",138,"Fresh",68,258,128012934,2010,8.2,1292450,0,0,1,1,0,0,0,0,1,0
"933",933,"Disfigured","NR","Comedy, Drama",96,"Fresh",71,7,829,2008,6.5,338,1,0,0,1,0,0,0,0,1,0
