"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes"
"3841",3899,"In the Land of Women","PG-13","Comedy",100,"Rotten",44,117,11052958,2007,6.4,31869
"3842",3900,"In the Line of Fire","R","Action",128,"Certified-Fresh",96,68,102314823,1993,7.2,104396
"3843",3901,"In the Loop","NR","Comedy",106,"Certified-Fresh",94,177,2388804,2009,7.4,58389
"3844",3902,"In the Mix","PG-13","Comedy",97,"Rotten",13,39,10223896,2005,2.9,8344
"3845",3903,"In the Mouth of Madness","R","Horror",95,"Rotten",59,46,8924549,1995,7.1,70009
"3846",3904,"In the Name of the Father","R","Drama",132,"Certified-Fresh",94,50,25096862,1993,8.1,174648
"3847",3905,"In the Shadow of the Moon","PG","Documentary",100,"Certified-Fresh",95,113,1134358,2007,8,6781
"3848",3906,"In the Valley of Elah","R","Drama",121,"Fresh",74,163,6777741,2007,7.2,72980
"3849",3907,"In Time","PG-13","Science Fiction",109,"Rotten",37,172,37520095,2011,6.7,410128
"3850",3908,"InAPPropriate Comedy","R","Comedy",84,"Rotten",0,5,228004,2013,2.7,4588
"3851",3909,"Incarnate","PG-13","Horror",86,"Rotten",17,35,4799774,2016,5.2,13232
"3852",3910,"Incendiary","R","Drama",96,"Rotten",20,25,22457,2011,5.8,8819
"3853",3911,"Inception","PG-13","Action",148,"Certified-Fresh",87,357,292576195,2010,8.8,2320019
"3854",3912,"Incident at Oglala","PG","Documentary",89,"Fresh",100,21,536848,1992,7.6,1228
"3855",3913,"Incident at Loch Ness","PG-13","Comedy",93,"Fresh",63,48,37493,2004,6.5,4197
"3856",3914,"An Inconvenient Truth","PG","Documentary",95,"Certified-Fresh",93,166,24146161,2006,7.4,83455
"3857",3915,"The Incredibles","PG","Comedy",115,"Certified-Fresh",97,248,261441092,2004,8,729699
"3858",3916,"Incredibles 2","PG","Action",118,"Certified-Fresh",93,379,608581744,2018,7.6,294378
"3859",3917,"Indecent Proposal","R","Drama",117,"Rotten",35,46,106614059,1993,6,71769
"3860",3918,"Independence Day: Resurgence","PG-13","Action",120,"Rotten",30,226,103144286,2016,5.2,179712
"3861",3919,"The Indian in the Cupboard","PG","Drama",96,"Fresh",73,22,35656131,1995,6,29305
"3862",3920,"Indiana Jones and the Kingdom of the Crystal Skull","PG-13","Action",122,"Certified-Fresh",78,274,317101119,2008,6.2,453064
"3863",3921,"Indiana Jones and the Last Crusade","PG-13","Action",127,"Certified-Fresh",88,72,197171806,1989,8.2,749512
"3864",3922,"Indiana Jones and the Temple of Doom","PG","Action",118,"Certified-Fresh",84,69,179870271,1984,7.5,485576
"3865",3923,"Indignation","R","Drama",110,"Certified-Fresh",81,134,3401155,2016,6.7,12197
"3866",3924,"Indigo Children","NR","Drama",76,"Rotten",20,5,2621,2014,7.2,70
"3867",3925,"Indivisible","PG-13","Drama",119,"Fresh",74,19,3511417,2018,6.6,12
"3868",3926,"Indochine","PG-13","Drama",158,"Fresh",72,18,5603158,1992,7,10131
"3869",3927,"Inescapable","R","Drama",93,"Rotten",17,23,6334,2013,4.1,369
"3870",3928,"Infamous","R","Drama",118,"Fresh",74,155,1151330,2006,7,17398
"3871",3929,"Inferno","R","Horror",107,"Fresh",64,14,34343574,2016,7,1654
"3872",3930,"Infinitely Polar Bear","R","Comedy",87,"Certified-Fresh",82,120,1430655,2015,6.9,16293
"3873",3931,"Inglourious Basterds","R","Action",152,"Certified-Fresh",89,329,120540719,2009,8.3,1428366
"3874",3932,"Ingrid Goes West","R","Comedy",98,"Certified-Fresh",86,192,3024308,2017,6.6,42273
"3875",3933,"Inhale","R","Drama",83,"Rotten",38,24,4115,2010,6.5,6530
"3876",3934,"Inherent Vice","R","Drama",148,"Fresh",74,248,8110975,2014,6.6,104830
"3877",3935,"Inkheart","PG","Action",105,"Rotten",39,144,17303424,2009,6.1,78193
"3878",3936,"The Inkwell","R","Comedy",112,"Rotten",25,8,8880705,1994,6.3,1479
"3879",3937,"The In-Laws","PG-13","Comedy",98,"Rotten",33,136,20453431,2003,7.3,8885
"3880",3938,"Innerspace","PG","Comedy",119,"Certified-Fresh",82,44,25893810,1987,6.8,60294
"3881",3939,"Innocence","PG-13","Action",96,"Rotten",19,26,2202382,2001,7.1,1970
"3882",3940,"Innocent Blood","R","Comedy",112,"Rotten",39,23,4943279,1992,6.2,10292
"3883",3941,"An Innocent Man","R","Action",113,"Rotten",38,8,20047604,1989,6.4,7046
"3884",3942,"Inside Deep Throat","NC17","Documentary",90,"Certified-Fresh",82,122,691880,2005,6.7,6836
"3885",3943,"Inside Job","PG-13","Documentary",108,"Certified-Fresh",98,147,4312735,2010,5.7,194
"3886",3944,"Inside Llewyn Davis","R","Drama",104,"Certified-Fresh",92,282,13235319,2013,7.4,154222
"3887",3945,"Inside Man","R","Action",129,"Certified-Fresh",86,207,88513495,2006,7.6,371962
"3888",3947,"The Insider","R","Drama",157,"Certified-Fresh",96,137,29089912,1999,7.8,171441
"3889",3948,"Insidious","PG-13","Horror",101,"Fresh",66,176,54009150,2011,6,152
"3890",3949,"Insidious: The Last Key","PG-13","Horror",103,"Rotten",33,111,67745330,2018,5.7,60723
"3891",3950,"Inspector Gadget","PG","Comedy",77,"Rotten",21,63,97403112,1999,4.1,48507
"3892",3951,"Instant Family","PG-13","Comedy",119,"Certified-Fresh",80,152,67363237,2018,6.2,8
"3893",3952,"Intacto","R","Drama",108,"Fresh",72,72,307333,2002,6.8,13262
"3894",3953,"Intermission","R","Comedy",103,"Fresh",73,96,896993,2004,6.8,15932
"3895",3954,"Internal Affairs","R","Drama",117,"Fresh",88,26,27734391,1990,6.5,109
"3896",3955,"The International","R","Drama",118,"Rotten",58,211,25450527,2009,6.5,95978
"3897",3956,"The Interpreter","PG-13","Action",123,"Rotten",57,195,72708161,2005,6.4,107490
"3898",3957,"Intersection","R","Drama",98,"Rotten",9,32,21355893,1994,5.3,8511
"3899",3958,"Interstellar","PG-13","Action",165,"Certified-Fresh",72,364,188020017,2014,8.6,1789467
"3900",3959,"Interview with the Assassin","R","Horror",88,"Fresh",66,58,48058,2002,6.5,1853
"3901",3960,"Intimate Strangers","R","Comedy",103,"Certified-Fresh",86,104,2110589,2004,6.6,163
"3902",3961,"Into the Blue","PG-13","Action",110,"Rotten",21,125,18801234,2005,6.5,54
"3903",3962,"Into the Night","R","Comedy",115,"Rotten",38,24,7562164,1985,6.4,12627
"3904",3963,"Into the White","R","Action",100,"Rotten",45,11,704,2013,7.1,21328
"3905",3964,"Into the Wild","R","Action",147,"Certified-Fresh",83,198,18354356,2007,8.1,620310
"3906",3966,"Intolerable Cruelty","PG-13","Comedy",100,"Certified-Fresh",75,186,35327628,2003,6.3,97700
"3907",3967,"Intruders","R","Horror",99,"Rotten",32,73,69136,2012,5.4,20793
"3908",3968,"The Invasion","PG-13","Horror",99,"Rotten",19,164,15074191,2007,5.9,79208
"3909",3969,"Inventing the Abbotts","R","Drama",110,"Rotten",31,26,5936344,1997,6.4,13054
"3910",3970,"The Invention of Lying","PG-13","Comedy",99,"Rotten",56,188,18451251,2009,6.3,141477
"3911",3971,"Invictus","PG-13","Drama",134,"Certified-Fresh",77,244,37491364,2009,7.3,159889
"3912",3972,"The Invisible Circus","R","Drama",92,"Rotten",22,63,77578,2001,5.5,3094
"3913",3973,"I.Q.","PG","Comedy",95,"Rotten",44,25,26381221,1994,6.2,25570
"3914",3974,"Iraq in Fragments","NR","Documentary",93,"Certified-Fresh",91,65,204462,2006,7.2,1485
"3915",3975,"Iron Eagle","PG-13","Action",119,"Rotten",20,5,24159872,1986,5.5,14846
"3916",3976,"The Iron Giant","PG","Science Fiction",86,"Certified-Fresh",96,143,23159305,1999,8.1,195130
"3917",3977,"Iron Man","PG-13","Action",126,"Certified-Fresh",94,279,318412101,2008,5.9,309
"3918",3978,"Iron Man 2","PG-13","Action",124,"Certified-Fresh",72,300,312433331,2010,6.9,810360
"3919",3979,"Iron Sky","R","Comedy",93,"Rotten",40,43,122082,2012,5.9,94335
"3920",3980,"Ironweed","R","Drama",141,"Rotten",58,24,7393346,1987,6.7,9261
"3921",3981,"Irrational Man","R","Drama",94,"Rotten",47,201,4030360,2015,6.6,63446
"3922",3982,"Is That a Gun in Your Pocket?","R","Comedy",97,"Rotten",0,11,39928,2016,5.3,2931
"3923",3983,"Is Anybody There?","PG-13","Comedy",92,"Fresh",65,117,2026756,2009,4,24
"3924",3984,"Ishtar","PG-13","Comedy",107,"Rotten",37,54,14375181,1987,4.6,11273
"3925",3985,"Isn't It Romantic","PG-13","Comedy",88,"Fresh",70,175,48791187,2019,4.9,84
"3926",3986,"Isn't She Great","R","Comedy",93,"Rotten",25,61,2962465,2000,5.3,2475
"3927",3987,"It Felt Like Love","NR","Drama",82,"Fresh",84,25,33817,2014,5.8,2723
"3928",3988,"It Follows","R","Horror",101,"Certified-Fresh",95,259,14674076,2015,6.8,239893
"3929",3989,"It Might Get Loud","PG","Documentary",97,"Certified-Fresh",79,115,1610163,2009,7.6,13102
"3930",3990,"It Runs in the Family","PG-13","Comedy",109,"Rotten",29,99,7491839,2003,5.6,1634
"3931",3991,"The Italian","PG-13","Drama",97,"Certified-Fresh",91,93,555436,2007,6.7,400
"3932",3992,"It's Kind of a Funny Story","PG-13","Comedy",100,"Rotten",57,135,6363628,2010,7.1,143543
"3933",3993,"It's a Disaster","R","Comedy",88,"Certified-Fresh",79,48,60818,2013,6.4,11239
"3934",3994,"It's All Gone Pete Tong","R","Comedy",89,"Certified-Fresh",76,71,120620,2005,7.2,20124
"3935",3995,"It's All True","G","Documentary",85,"Fresh",83,23,86980,1993,7.1,820
"3936",3996,"It's Not Yet Dark","NR","Art House",77,"Fresh",95,20,1227,2017,7.5,239
"3937",3997,"Itzhak","NR","Documentary",83,"Certified-Fresh",90,40,607290,2018,7.4,311
"3938",3998,"Ivory Tower","PG-13","Documentary",90,"Certified-Fresh",83,52,106771,2014,4.6,138
"3939",3999,"Ixcanul","NR","Drama",93,"Fresh",97,37,295157,2016,7.1,3062
"3940",4000,"J. Edgar","R","Drama",137,"Rotten",43,245,37306030,2011,6.5,128952
"3941",4001,"Jab Tak Hai Jaan","NR","Drama",176,"Fresh",89,18,3047539,2012,6.7,55103
"3942",4002,"Jack and Jill","PG","Comedy",90,"Rotten",3,116,74158157,2011,7.5,14
"3943",4003,"Jack Goes Boating","R","Comedy",90,"Fresh",68,109,541992,2010,6.3,8498
"3944",4004,"Jack Reacher","PG-13","Drama",130,"Fresh",64,181,80070736,2012,7,341021
"3945",4005,"Jack Reacher: Never Go Back","PG-13","Action",113,"Rotten",37,238,58697076,2016,6.1,158973
"3946",4006,"Jack Ryan: Shadow Recruit","PG-13","Action",105,"Rotten",54,185,50577412,2014,6.2,132281
"3947",4007,"Jack the Giant Slayer","PG-13","Action",113,"Rotten",52,207,65187603,2013,6.3,139263
"3948",4008,"The Jackal","R","Action",124,"Rotten",23,30,54930280,1997,6.4,117485
"3949",4009,"The Jacket","R","Horror",102,"Rotten",44,163,6303762,2005,7.1,113903
"3950",4010,"Jackie","R","Drama",99,"Certified-Fresh",87,348,13960394,2016,5.1,45
"3951",4011,"Jackie Brown","R","Action",155,"Certified-Fresh",87,84,39673162,1997,7.5,348158
"3952",4012,"Jacknife","R","Drama",102,"Fresh",64,14,2049769,1989,6.3,6187
"3953",4013,"Jacob's Ladder","R","Horror",113,"Fresh",73,66,26118851,1990,7.4,108470
"3954",4014,"Jade","R","Action",95,"Rotten",14,29,9851610,1995,5.3,12915
"3955",4015,"Jagged Edge","R","Drama",108,"Fresh",81,31,40491165,1985,6.5,15447
"3956",4016,"Jailbait","R","Comedy",90,"Rotten",17,18,5741,2006,4.5,741
"3957",4017,"Jake Speed","PG","Action",104,"Rotten",20,5,1943751,1986,4.9,1027
"3958",4018,"Jake Squared","R","Comedy",100,"Rotten",22,9,2592,2014,4.7,612
"3959",4019,"Jakob the Liar","PG-13","Comedy",114,"Rotten",29,72,4956401,1999,6.5,17365
"3960",4021,"James White","R","Drama",86,"Certified-Fresh",92,75,101368,2015,7.1,6687
"3961",4022,"Jane Got a Gun","R","Action",98,"Rotten",43,80,1513793,2016,5.9,22652
"3962",4023,"Jane's Journey","NR","Documentary",106,"Rotten",42,12,27253,2011,7.2,334
"3963",4024,"Janie Jones","PG-13","Drama",114,"Rotten",56,32,6840,2011,6.6,2321
"3964",4025,"Janis: Little Girl Blue","NR","Art House",103,"Certified-Fresh",94,79,410465,2015,7.4,5438
"3965",4026,"The January Man","R","Comedy",97,"Rotten",25,16,4611062,1989,5.5,8628
"3966",4027,"Japanese Story","R","Drama",105,"Fresh",68,92,647054,2003,6.8,6532
"3967",4028,"Jason Becker: Not Dead Yet","NR","Documentary",87,"Fresh",83,24,1294,2012,8,1191
"3968",4029,"Jason Bourne","PG-13","Action",123,"Rotten",54,322,162434410,2016,6.6,227287
"3969",4030,"Jason X","R","Horror",92,"Rotten",20,107,13121555,2002,4.4,56673
"3970",4031,"Jason's Lyric","R","Drama",119,"Fresh",61,23,20851521,1994,6.6,4268
"3971",4032,"Jauja","NR","Comedy",108,"Certified-Fresh",88,68,60231,2015,6.3,4311
"3972",4033,"Java Heat","R","Action",104,"Rotten",7,14,1061,2013,5.1,4856
"3973",4034,"Jawbreaker","R","Comedy",87,"Rotten",11,62,3117085,1999,5.6,26699
"3974",4035,"Jay and Silent Bob Strike Back","R","Comedy",104,"Rotten",52,153,30085147,2001,6.8,155343
"3975",4036,"Jayne Mansfield's Car","R","Comedy",122,"Rotten",35,37,14836,2013,6.2,3192
"3976",4037,"Jean-Michel Basquiat: The Radiant Child","NR","Documentary",93,"Fresh",86,36,256242,2010,7.8,2339
"3977",4038,"Jeepers Creepers","R","Horror",89,"Rotten",46,114,37904175,2001,6,105
"3978",4039,"Jeepers Creepers 2","R","Horror",104,"Rotten",24,127,35667218,2003,5.6,65091
"3979",4040,"Jeepers Creepers 3","NR","Horror",100,"Rotten",17,6,2335162,2017,3.9,22467
"3980",4041,"Jefferson in Paris","PG-13","Drama",139,"Rotten",31,16,2473668,1995,5.7,3076
"3981",4042,"Jeffrey","R","Comedy",92,"Fresh",68,28,3487767,1995,6.8,6350
"3982",4043,"Jem and the Holograms","PG","Action",118,"Rotten",22,79,2184640,2015,4.1,7943
"3983",4044,"Jennifer's Body","R","Comedy",101,"Rotten",45,202,16204793,2009,5.4,134553
"3984",4045,"Jenny's Wedding","PG-13","Comedy",94,"Rotten",25,16,4704,2015,5.6,11334
"3985",4046,"Jerichow","NR","Drama",89,"Fresh",89,36,60379,2009,7,3126
"3986",4047,"The Jerky Boys","R","Comedy",81,"Rotten",17,12,7557877,1995,4.6,2664
"3987",4049,"Jersey Girl","PG-13","Comedy",97,"Rotten",42,177,25268157,2004,6,1655
"3988",4050,"Jerusalem","NR","Documentary",42,"Fresh",89,9,8020721,2013,6.9,1461
"3989",4051,"Jesus Camp","PG-13","Documentary",87,"Certified-Fresh",87,105,902544,2006,7.4,28017
"3990",4052,"Jesus Henry Christ","PG-13","Comedy",92,"Rotten",23,22,20183,2012,6.4,6102
"3991",4053,"Jesus' Son","R","Drama",109,"Certified-Fresh",80,51,1302067,2000,6.9,7235
"3992",4054,"Jet Lag","R","Comedy",91,"Rotten",57,69,544964,2003,6.1,9
"3993",4055,"The Jewel of the Nile","PG","Comedy",104,"Rotten",48,25,75973200,1985,6.1,57598
"3994",4056,"Jewtopia","NR","Comedy",90,"Rotten",18,11,46437,2013,4.4,1654
"3995",4057,"Jhoom Barabar Jhoom","NR","Comedy",138,"Rotten",46,13,695157,2007,3.7,3309
"3996",4058,"Stray Dogs","NR","Drama",138,"Fresh",86,36,10433,2014,6.2,74
"3997",4059,"Jig","PG","Art House",93,"Fresh",63,41,183790,2011,6.6,348
"3998",4060,"Jigsaw","R","Horror",92,"Rotten",33,89,38052832,2017,5.6,882
"3999",4061,"Jimmy Hollywood","R","Comedy",117,"Rotten",22,23,3783003,1994,5.3,3414
"4000",4062,"Jindabyne","R","Drama",123,"Fresh",65,100,400438,2007,6.3,6844
"4001",4063,"Jingle All the Way","PG","Comedy",88,"Rotten",15,46,60592389,1996,5.7,104141
"4002",4064,"Jinn","PG-13","Horror",97,"Rotten",18,11,202348,2014,4.1,4745
"4003",4065,"Jiro Dreams of Sushi","PG","Art House",81,"Certified-Fresh",99,94,2552478,2012,7.8,36104
"4004",4066,"Desert Flower","R","Drama",124,"Rotten",50,18,44348,2011,8.2,8
"4005",4067,"Jobs","PG-13","Drama",125,"Rotten",28,134,16131410,2013,6,98632
"4006",4068,"Jodhaa Akbar","PG-13","Drama",213,"Fresh",75,16,3440718,2008,7.5,32779
"4007",4069,"Jodorowsky's Dune","PG-13","Science Fiction",88,"Certified-Fresh",97,119,647280,2014,8,25390
"4008",4070,"Joe Dirt","PG-13","Comedy",90,"Rotten",10,77,27087695,2001,5.9,57372
"4009",4071,"Joe Somebody","PG","Comedy",108,"Rotten",21,86,22771646,2001,5.5,10663
"4010",4072,"Joe Strummer: The Future Is Unwritten","NR","Documentary",125,"Certified-Fresh",89,63,248362,2007,7.5,4007
"4011",4073,"Joe the King","R","Drama",101,"Fresh",67,27,60279,1999,6.7,2826
"4012",4074,"Joe Versus the Volcano","PG","Comedy",102,"Fresh",61,31,39404261,1990,5.9,37502
"4013",4075,"Joe's Apartment","PG-13","Comedy",80,"Rotten",19,27,4619014,1996,5.5,13468
"4014",4076,"John Carter","PG-13","Horror",132,"Rotten",52,236,73078100,2012,6.6,272770
"4015",4077,"John Dies at the End","R","Comedy",99,"Fresh",60,89,141951,2013,6.3,38570
"4016",4078,"John Tucker Must Die","PG-13","Comedy",89,"Rotten",27,95,41011711,2006,5.7,84310
"4017",4079,"John Wick","R","Action",101,"Certified-Fresh",87,215,43037835,2014,7.4,623044
"4018",4080,"John Wick: Chapter 3 - Parabellum","R","Action",131,"Certified-Fresh",90,343,169935857,2019,7.4,338203
"4019",4081,"Johnny Be Good","R","Comedy",84,"Rotten",0,15,17550399,1988,4.6,6871
"4020",4082,"Johnny English","PG","Comedy",86,"Rotten",33,121,28082366,2003,6.2,161066
"4021",4083,"Johnny English Reborn","PG","Comedy",102,"Rotten",38,92,8305970,2011,6.3,131311
"4022",4084,"Johnny English Strikes Again","PG","Comedy",88,"Rotten",37,109,4412170,2018,6.2,74421
"4023",4085,"Johnny Handsome","R","Drama",95,"Fresh",62,13,7237794,1989,6.1,10099
"4024",4086,"Johnny Mnemonic","R","Action",98,"Rotten",12,33,19075720,1995,5.6,72174
"4025",4087,"Johnny Suede","R","Comedy",97,"Rotten",33,12,90091,1992,5.8,4198
"4026",4088,"Johnson Family Vacation","PG-13","Comedy",97,"Rotten",6,90,31203964,2004,4.4,7918
"4027",4089,"Joker","R","Action",122,"Fresh",68,574,169181,2012,4.6,799
"4028",4090,"Jonah Hex","PG-13","Horror",81,"Rotten",12,151,10547117,2010,4.7,59287
"4029",4091,"Jonas Brothers: The 3D Concert Experience","G","Documentary",86,"Rotten",23,77,19162740,2009,1.6,17485
"4030",4092,"The Joneses","R","Comedy",93,"Fresh",63,129,1475746,2010,7,100
"4031",4093,"Josh and S.A.M.","PG-13","Comedy",98,"Rotten",25,8,1640220,1993,5.7,1548
"4032",4094,"Josie and the Pussycats","PG-13","Comedy",98,"Rotten",53,123,14271015,2001,5.5,23430
"4033",4095,"The Journey of August King","PG-13","Drama",91,"Rotten",57,7,14381,1995,6.5,1011
"4034",4096,"The Journey of Natty Gann","PG","Action",101,"Fresh",91,32,9708373,1985,7,6238
"4035",4097,"Journey to the Center of the Earth","G","Action",132,"Fresh",83,30,101704370,2008,7,17784
"4036",4098,"Journey 2: The Mysterious Island","PG","Action",94,"Rotten",45,132,103860290,2012,5.7,104614
"4037",4099,"Journey's End","R","Drama",107,"Certified-Fresh",92,101,161796,2018,6.9,328
"4038",4100,"Joy","PG-13","Drama",123,"Fresh",61,266,56451232,2015,6.8,98
"4039",4101,"The Joy Luck Club","R","Drama",138,"Fresh",86,36,32901136,1993,7.7,16952
"4040",4102,"Joy Ride","R","Action",NA,"",NA,NA,21974919,2001,5.7,49
"4041",4103,"Joyful Noise","PG-13","Comedy",117,"Rotten",32,129,30932113,2012,5.7,8518
"4042",4104,"Ju Dou","PG-13","Drama",98,"Fresh",100,18,1986433,1991,7.6,8477
"4043",4105,"Jude","R","Drama",123,"Fresh",81,37,409144,1996,6.9,10658
"4044",4106,"Judge Dredd","R","Action",96,"Rotten",20,54,34693481,1995,5.5,118489
"4045",4107,"Judgment Night","R","Action",109,"Rotten",35,20,12526677,1993,6.6,17189
"4046",4108,"Juice","R","Action",96,"Fresh",79,24,20146880,1992,7.1,13
"4047",4109,"Julian Schnabel: A Private Portrait","NR","Documentary",84,"Rotten",50,14,9103,2017,6.8,279
"4048",4110,"Julie & Julia","PG-13","Comedy",124,"Certified-Fresh",77,226,94125426,2009,7,119630
"4049",4111,"Julien Donkey-Boy","R","Drama",101,"Rotten",28,36,85400,1999,6.7,7364
"4050",4112,"Juliet, Naked","R","Comedy",105,"Certified-Fresh",83,164,3444895,2018,6.6,22843
"4051",4113,"Julieta","R","Drama",96,"Certified-Fresh",83,198,1490948,2016,7.2,20
"4052",4114,"Jumanji: Welcome to the Jungle","PG-13","Action",119,"Certified-Fresh",76,232,404564861,2017,6.9,376275
"4053",4115,"Jump Tomorrow","PG","Comedy",95,"Certified-Fresh",81,54,33236,2001,7.1,1451
"4054",4116,"Jumper","PG-13","Action",88,"Rotten",15,168,80172128,2008,6.1,306880
"4055",4117,"Jumpin' Jack Flash","R","Comedy",105,"Rotten",29,21,29844101,1986,5.9,19573
"4056",4118,"Jumping the Broom","PG-13","Comedy",108,"Rotten",58,85,37295394,2011,5.6,10894
"4057",4119,"Junebug","R","Comedy",106,"Certified-Fresh",86,136,2678691,2005,6.9,22939
"4058",4120,"Jungle","R","Drama",115,"Fresh",60,53,54125,2000,6,1172
"4059",4121,"Jungle 2 Jungle","PG","Comedy",105,"Rotten",19,42,59927618,1997,5.1,24576
"4060",4123,"Juno","PG-13","Comedy",96,"Certified-Fresh",94,216,143495265,2007,5.9,76
"4061",4124,"Jupiter Ascending","PG-13","Action",127,"Rotten",27,269,47387723,2015,5.3,188716
"4062",4125,"Jupiter's Wife","NR","Documentary",87,"Fresh",80,5,10622,1995,7.2,239
"4063",4126,"Jurassic Park","PG-13","Action",126,"Certified-Fresh",91,128,402828120,1993,8.2,979293
"4064",4127,"Jurassic Park III","PG-13","Action",91,"Rotten",49,186,181171875,2001,5.9,322156
"4065",4128,"Jurassic World","PG-13","Action",124,"Fresh",70,351,652270625,2015,6.9,639762
"4066",4129,"Jurassic World: Fallen Kingdom","PG-13","Action",128,"Rotten",47,422,417719760,2018,6.1,314708
"4067",4130,"The Juror","R","Drama",116,"Rotten",18,22,22754725,1996,5.7,18973
"4068",4131,"Jury Duty","PG-13","Comedy",88,"Rotten",0,12,17014653,1995,4.2,8146
"4069",4132,"Just a Kiss","R","Comedy",89,"Rotten",18,60,64389,2002,4.9,1555
"4070",4133,"Just Before I Go","R","Comedy",90,"Rotten",10,10,10970,2015,6.3,18899
"4071",4134,"Just Between Friends","PG-13","Drama",111,"Rotten",33,6,6408791,1986,5.9,939
"4072",4135,"Just Cause","R","Action",102,"Rotten",26,31,36853222,1995,6.4,27345
"4073",4136,"Just Friends","PG-13","Comedy",94,"Rotten",43,108,32619671,2005,6.3,75
"4074",4137,"Just Getting Started","PG-13","Comedy",91,"Rotten",4,23,6069605,2017,4.5,7351
"4075",4138,"Just Like Heaven","PG-13","Comedy",95,"Rotten",55,151,48318130,2005,5.4,74
"4076",4139,"Just Married","PG-13","Comedy",94,"Rotten",20,105,56127162,2003,6.8,51
