"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes"
"3564",3618,"Hellion","R","Drama",98,"Fresh",60,50,55708,2014,6,5517
"3565",3619,"Hello Again","PG","Comedy",96,"Rotten",11,19,20419446,1987,5.2,3577
"3566",3620,"Hello Herman","NR","Drama",85,"Rotten",20,10,8437,2013,5.5,1415
"3567",3621,"Hello I Must Be Going","R","Comedy",94,"Certified-Fresh",75,52,106709,2012,6.2,6237
"3568",3622,"Hello Mary Lou: Prom Night II","R","Horror",97,"Rotten",53,17,2683519,1987,5.7,6381
"3569",3623,"Hellraiser","R","Horror",90,"Fresh",72,46,14564027,1987,6.9,121867
"3570",3624,"Hellraiser III: Hell on Earth","R","Horror",93,"Rotten",39,18,12534961,1992,5.5,31119
"3571",3625,"Henry: Portrait of a Serial Killer","NC17","Horror",83,"Certified-Fresh",87,62,609939,1990,7,36643
"3572",3626,"Henry Fool","R","Comedy",137,"Fresh",89,28,1338335,1998,7.1,7356
"3573",3627,"Henry Poole Is Here","PG","Comedy",101,"Rotten",40,100,1836515,2008,6.4,12738
"3574",3628,"Henry's Crime","R","Comedy",108,"Rotten",42,55,102541,2011,5.9,20494
"3575",3629,"Her Alibi","PG","Comedy",94,"Rotten",17,23,18699037,1989,5.8,7321
"3576",3630,"Herb & Dorothy","NR","Documentary",91,"Fresh",96,28,194721,2009,7.5,870
"3577",3631,"Herbie Goes Bananas","G","Comedy",100,"Rotten",40,5,18000000,1980,4.9,5820
"3578",3632,"Herbie Hancock: Possibilities","PG","Documentary",90,"Rotten",30,10,2493,2006,7,191
"3579",3633,"Hercules","G","Science Fiction",92,"Certified-Fresh",84,55,99112101,1997,4,4128
"3580",3634,"Here Comes the Boom","PG","Comedy",104,"Rotten",41,96,45290318,2012,6.4,91805
"3581",3635,"Here on Earth","PG-13","Drama",96,"Rotten",17,69,10522168,2000,5.1,8666
"3582",3636,"Hereafter","PG-13","Drama",129,"Rotten",47,235,32746941,2010,6.5,93156
"3583",3637,"Hereditary","R","Horror",127,"Certified-Fresh",89,371,44069456,2018,7.3,307511
"3584",3638,"Herman's House","NR","Documentary",80,"Fresh",88,16,4956,2013,6.4,183
"3585",3639,"Hermia & Helena","NR","Comedy",87,"Fresh",85,26,43152,2017,5.9,484
"3586",3640,"Hero and the Terror","R","Action",96,"Rotten",0,6,5301200,1988,5.2,4027
"3587",3641,"He's Just Not That Into You","PG-13","Comedy",129,"Rotten",42,168,93953653,2009,6.4,173491
"3588",3642,"Hesher","R","Drama",100,"Rotten",55,76,382946,2011,6.9,52588
"3589",3643,"Hexed","R","Comedy",93,"Rotten",9,11,2786807,1993,5.5,1699
"3590",3644,"Hey Arnold! The Movie","PG","Comedy",75,"Rotten",29,78,13728902,2002,5.9,7359
"3591",3645,"Hidalgo","PG-13","Action",135,"Rotten",46,164,67303450,2004,6.7,82421
"3592",3646,"The Hidden","R","Horror",96,"Fresh",75,28,9747988,1987,7,19562
"3593",3647,"Hidden Figures","PG","Drama",127,"Certified-Fresh",93,314,169607287,2016,7.8,228373
"3594",3648,"Hideous Kinky","R","Drama",97,"Fresh",65,52,1263279,1999,6,6719
"3595",3649,"Hiding Out","PG-13","Comedy",98,"Rotten",33,6,7019441,1987,6.3,3862
"3596",3650,"High Art","R","Drama",102,"Fresh",73,45,1960216,1998,6.6,10659
"3597",3651,"High Crimes","PG-13","Drama",115,"Rotten",31,133,41543917,2002,6.3,43619
"3598",3652,"High-Rise","R","Action",119,"Fresh",60,217,346472,2016,5.5,42816
"3599",3653,"High School High","PG-13","Comedy",86,"Rotten",19,16,21302121,1996,5.5,13551
"3600",3654,"High Spirits","PG-13","Comedy",99,"Rotten",27,15,8578231,1988,5.7,9720
"3601",3655,"High Strung","PG","Drama",97,"Fresh",75,8,904,1992,6.6,2099
"3602",3656,"Higher Ground","R","Drama",114,"Certified-Fresh",82,93,841733,2011,6.1,180
"3603",3657,"Higher Learning","R","Drama",127,"Rotten",45,40,38290723,1995,6.5,20130
"3604",3658,"Highlander","R","Action",111,"Fresh",69,36,5900000,1986,7.1,135762
"3605",3659,"Highlander: Endgame","R","Action",88,"Rotten",11,54,12811858,2000,4.6,20463
"3606",3660,"Hilary and Jackie","R","Drama",124,"Certified-Fresh",88,58,4912892,1998,7.3,10334
"3607",3661,"Hi-Life","R","Comedy",85,"Fresh",83,6,9066,1998,5.6,668
"3608",3662,"Hillary's America: The Secret History of the Democratic Party","PG-13","Documentary",107,"Rotten",4,28,13099931,2016,5,7523
"3609",3663,"The Hip Hop Project","PG-13","Documentary",88,"Rotten",59,39,46208,2007,5.8,272
"3610",3664,"The Golden Compass","PG-13","Action",118,"Rotten",42,197,70107728,2007,6.1,188498
"3611",3665,"The History Boys","R","Comedy",109,"Fresh",66,105,2706659,2006,6.8,21005
"3612",3666,"A History of Violence","R","Action",96,"Certified-Fresh",87,216,31504633,2005,7.4,239233
"3613",3667,"Hit So Hard","NR","Documentary",103,"Fresh",66,38,34025,2012,6.8,711
"3614",3668,"Hitch","PG-13","Comedy",117,"Fresh",69,188,179495555,2005,6.6,317500
"3615",3669,"Hitchcock","PG-13","Drama",98,"Fresh",60,216,6008677,2012,6.8,76286
"3616",3670,"Hitchcock/Truffaut","PG-13","Documentary",80,"Certified-Fresh",96,118,260430,2015,7.3,6606
"3617",3671,"The Hitcher","R","Horror",90,"Rotten",19,108,5844868,1986,7.2,48250
"3618",3672,"The Hitchhiker's Guide to the Galaxy","PG","Comedy",109,"Fresh",60,200,51085416,2005,6.7,199017
"3619",3673,"Hitler's Children","NR","Drama",80,"Fresh",81,16,28663,2012,6.4,949
"3620",3674,"Hitman","R","Action",93,"Rotten",15,105,39687694,2007,7.5,32
"3621",3675,"Hitman: Agent 47","R","Action",96,"Rotten",9,129,22467450,2015,5.7,91435
"3622",3676,"Hockney","NR","Documentary",112,"Certified-Fresh",85,47,120745,2016,6.8,346
"3623",3677,"Hocus Pocus","PG","Comedy",95,"Rotten",37,54,39514713,1993,6.9,127787
"3624",3678,"Hoffa","R","Drama",140,"Rotten",52,25,24276506,1992,6.6,23511
"3625",3679,"Holding Trevor","R","Comedy",88,"Rotten",25,8,16814,2008,5.4,1430
"3626",3680,"Holes","PG","Comedy",118,"Certified-Fresh",78,139,67406573,2003,7,89387
"3627",3681,"Hollow Man","R","Horror",113,"Rotten",27,118,73209340,2000,5.8,131824
"3628",3682,"Holly","R","Drama",114,"Fresh",65,23,166620,2007,6.7,875
"3629",3683,"Hollywood Ending","PG-13","Comedy",112,"Rotten",46,134,4850753,2002,6.5,27131
"3630",3684,"Hollywood Homicide","PG-13","Comedy",115,"Rotten",30,163,30940691,2003,5.3,37637
"3631",3685,"The Hollywood Knights","R","Comedy",99,"Rotten",14,7,10000000,1980,6.2,4708
"3632",3686,"Hollywood Shuffle","R","Comedy",80,"Fresh",88,25,5228617,1987,6.9,5738
"3633",3687,"Hollywoodland","R","Drama",126,"Fresh",68,186,14426251,2006,6.5,34526
"3634",3688,"Holy Man","PG","Comedy",114,"Rotten",12,50,12069719,1998,4.9,20207
"3635",3689,"Holy Motors","NR","Drama",116,"Certified-Fresh",92,192,641100,2012,7,46419
"3636",3690,"Holy Rollers","R","Drama",89,"Rotten",52,90,303064,2010,5.8,5141
"3637",3691,"Holy Smoke","R","Comedy",114,"Rotten",45,82,1765545,1999,5.8,14986
"3638",3692,"Home Again","PG-13","Comedy",97,"Rotten",32,138,27020284,2017,6.5,416
"3639",3693,"Home Alone","PG","Comedy",102,"Fresh",65,54,285761243,1990,7.7,561949
"3640",3694,"Home Alone 2: Lost in New York","PG","Comedy",120,"Rotten",33,54,173585516,1992,6.8,351284
"3641",3695,"Home Alone 3","PG","Comedy",102,"Rotten",29,24,30882515,1997,4.5,116765
"3642",3696,"A Home at the End of the World","R","Drama",93,"Rotten",50,117,1029872,2004,6.6,13638
"3643",3697,"Home Fries","PG-13","Comedy",93,"Rotten",31,36,10459961,1998,5.1,8621
"3644",3699,"Home Room","R","Drama",132,"Rotten",55,22,5216,2003,7.1,3315
"3645",3700,"Home Run","PG-13","Drama",113,"Rotten",50,12,2861020,2013,4.2,31
"3646",3701,"Homefront","R","Action",100,"Rotten",43,115,20158898,2013,6.5,120824
"3647",3702,"Homegrown","R","Comedy",101,"Rotten",44,18,77910,1998,5.7,4822
"3648",3703,"Honey","PG-13","Drama",94,"Rotten",21,116,30308417,2003,6,80
"3649",3704,"Honey, I Blew Up the Kid","PG","Comedy",89,"Rotten",40,20,58662452,1992,4.8,44490
"3650",3705,"Honey, I Shrunk the Kids","PG","Comedy",90,"Fresh",76,34,130724172,1989,6.4,154969
"3651",3706,"Honeydripper","PG-13","Drama",123,"Fresh",69,86,267880,2007,6.7,2079
"3652",3707,"Honeymoon","R","Drama",88,"Certified-Fresh",75,57,9318,2014,5.8,447
"3653",3708,"Honeymoon in Vegas","PG-13","Comedy",95,"Fresh",63,32,35208854,1992,5.8,18248
"3654",3709,"Hook","PG","Action",144,"Rotten",29,65,119654823,1991,6.8,253901
"3655",3710,"Hoop Dreams","PG-13","Documentary",174,"Certified-Fresh",98,59,7830611,1994,8.3,26494
"3656",3711,"Hoosiers","PG","Drama",114,"Certified-Fresh",89,45,28607524,1986,7.4,47378
"3657",3712,"Hoot","PG","Comedy",87,"Rotten",26,99,8117637,2006,5.5,8410
"3658",3713,"Hop","PG","Comedy",95,"Rotten",24,139,108085305,2011,6.9,448
"3659",3714,"Hope Floats","PG-13","Comedy",114,"Rotten",26,34,60053195,1998,6,27897
"3660",3715,"Hope Springs","PG-13","Comedy",90,"Rotten",23,13,63536011,2012,5.4,7204
"3661",3716,"Horns","R","Drama",121,"Rotten",41,124,173948,2014,6.4,83883
"3662",3717,"Horrible Bosses","R","Comedy",98,"Fresh",69,221,117538559,2011,6.9,448247
"3663",3718,"Horrible Bosses 2","R","Comedy",108,"Rotten",34,157,54445357,2014,6.3,173082
"3664",3719,"The Horse Whisperer","PG-13","Drama",168,"Fresh",74,57,75383563,1998,6.7,41530
"3665",3720,"Hostel","R","Horror",95,"Fresh",61,109,47326473,2006,5.9,180455
"3666",3721,"Hostiles","R","Action",133,"Fresh",70,220,29819114,2017,6.7,25
"3667",3722,"The Hot Chick","PG-13","Comedy",101,"Rotten",22,83,35081594,2002,5.5,96322
"3668",3723,"Hot Fuzz","R","Comedy",121,"Certified-Fresh",91,204,23637265,2007,7.8,503556
"3669",3724,"Hot Rod","PG-13","Comedy",88,"Rotten",39,118,13938332,2007,5.9,140
"3670",3725,"Hot Shots! Part Deux","PG-13","Comedy",89,"Rotten",57,30,38922972,1993,6.6,91436
"3671",3726,"Hot to Trot","PG","Comedy",84,"Rotten",0,16,6436211,1988,4.4,3388
"3672",3727,"Hot Tub Time Machine","R","Comedy",99,"Fresh",64,209,50287556,2010,6.4,175372
"3673",3728,"Hot Tub Time Machine 2","R","Comedy",93,"Rotten",13,107,12314651,2015,5,39409
"3674",3729,"Hotel","R","Horror",109,"Rotten",41,27,29813,2003,6.6,1567
"3675",3730,"Hotel Artemis","R","Action",93,"Rotten",58,177,6708147,2018,6.1,53681
"3676",3731,"Hotel de Love","R","Comedy",95,"Rotten",22,9,165845,1997,6,658
"3677",3732,"Hotel for Dogs","PG","Comedy",100,"Rotten",46,122,73034460,2009,5.4,23613
"3678",3733,"Hotel Mumbai","R","Drama",125,"Certified-Fresh",76,214,9651611,2019,7.6,64079
"3679",3734,"The Hotel New Hampshire","R","Comedy",110,"Fresh",71,14,5142858,1984,5.9,8577
"3680",3735,"Hotel Rwanda","PG-13","Drama",121,"Certified-Fresh",91,194,23530892,2004,8.1,354963
"3681",3736,"Hotel Transylvania","PG","Comedy",95,"Rotten",45,145,148313048,2012,7,254458
"3682",3738,"Hotel Transylvania 3: Summer Vacation","PG","Comedy",97,"Fresh",62,118,167510016,2018,6.3,73881
"3683",3739,"The Hours","PG-13","Drama",114,"Certified-Fresh",80,194,41675994,2002,7.5,132086
"3684",3740,"The House Bunny","PG-13","Comedy",97,"Rotten",44,124,48237389,2008,5.5,84258
"3685",3741,"House of Cards","PG-13","Drama",107,"Rotten",56,9,322871,1993,5.9,598
"3686",3742,"House of D","PG-13","Drama",96,"Rotten",10,102,388532,2005,6.8,9452
"3687",3743,"House of Games","R","Drama",101,"Fresh",96,27,2585639,1987,7.2,22596
"3688",3744,"House of Sand and Fog","R","Drama",126,"Certified-Fresh",74,182,13040288,2003,7.5,69127
"3689",3745,"The House of Yes","R","Comedy",90,"Fresh",62,39,626057,1997,6.5,8215
"3690",3746,"The House on Carroll Street","PG","Action",101,"Fresh",67,6,459824,1988,6.1,2565
"3691",3747,"The House on Sorority Row","R","Horror",90,"Rotten",50,10,10604986,1983,5.9,8927
"3692",3748,"House Party","R","Comedy",100,"Fresh",93,28,26385627,1990,6.4,15152
"3693",3749,"House Party 2","R","Comedy",94,"Rotten",21,14,19438638,1991,5.2,6661
"3694",3750,"House Party 3","R","Comedy",93,"Rotten",0,9,19281235,1994,4.6,5324
"3695",3751,"Houseguest","PG","Comedy",109,"Rotten",14,21,26325256,1995,5.9,7149
"3696",3752,"How Do You Know","PG-13","Comedy",121,"Rotten",31,151,30212620,2010,5.4,51017
"3697",3753,"How High","R","Comedy",93,"Rotten",26,57,31178740,2001,6.2,58368
"3698",3754,"How I Live Now","R","Drama",101,"Fresh",66,109,60213,2013,6.4,30649
"3699",3755,"How She Move","PG-13","Drama",98,"Fresh",66,79,7070641,2008,3.6,6726
"3700",3756,"How Stella Got Her Groove Back","R","Comedy",124,"Rotten",50,50,37672941,1998,5.7,7708
"3701",3757,"How to Cook Your Life","PG-13","Documentary",100,"Fresh",72,25,87370,2007,5.9,338
"3702",3758,"How to Deal","PG-13","Comedy",101,"Rotten",27,97,14195227,2003,5.6,9732
"3703",3759,"How to Eat Fried Worms","PG","Comedy",84,"Fresh",60,75,13040527,2006,5.3,5619
"3704",3760,"How to Live Forever","NR","Documentary",92,"Fresh",60,20,60630,2011,6.1,278
"3705",3761,"How to Lose a Guy in 10 Days","PG-13","Comedy",116,"Rotten",42,150,105813373,2003,6.4,237840
"3706",3762,"How to Make an American Quilt","PG-13","Comedy",116,"Fresh",61,33,23600020,1995,6.3,11807
"3707",3763,"How to Survive a Plague","NR","Documentary",110,"Certified-Fresh",98,80,132055,2012,7.6,4180
"3708",3764,"How to Talk to Girls at Parties","R","Comedy",102,"Rotten",48,94,84809,2018,5.7,11316
"3709",3765,"How to Train Your Dragon","PG","Science Fiction",98,"Certified-Fresh",99,210,217581231,2010,8.1,734095
"3710",3766,"How to Train Your Dragon 2","PG","Action",102,"Certified-Fresh",91,186,177002924,2014,7.8,334230
"3711",3767,"How to Train Your Dragon: The Hidden World","PG","Action",104,"Certified-Fresh",90,263,160799505,2019,7.4,128077
"3712",3768,"Howard the Duck","PG","Comedy",111,"Rotten",14,50,16295774,1986,4.7,47509
"3713",3769,"Howard Zinn: You Can't Be Neutral on a Moving Train","NR","Documentary",78,"Fresh",97,30,122011,2004,7.4,817
"3714",3770,"Howards End","PG","Drama",140,"Certified-Fresh",94,66,26126837,1992,7.4,32762
"3715",3771,"The Howling","R","Horror",91,"Fresh",69,36,17985893,1981,6.5,36132
"3716",3772,"Hudson Hawk","R","Comedy",100,"Rotten",30,37,17218080,1991,5.7,56881
"3717",3773,"The Hudsucker Proxy","PG","Comedy",111,"Rotten",59,44,2816518,1994,7.2,81359
"3718",3774,"Hugh Hefner: Playboy, Activist and Rebel","R","Documentary",135,"Fresh",60,43,10000,2010,7,740
"3719",3776,"Hulk","PG-13","Action",138,"Fresh",62,236,132177234,2003,5.6,268115
"3720",3777,"Human Capital","NR","Drama",109,"Certified-Fresh",81,67,158549,2015,5.8,9806
"3721",3778,"Human Flow","PG-13","Documentary",140,"Certified-Fresh",91,118,527845,2017,7.1,2639
"3722",3779,"The Human Stain","R","Drama",106,"Rotten",42,155,5381908,2003,6.2,31106
"3723",3780,"Human Traffic","R","Comedy",99,"Rotten",59,29,104257,2000,7.1,25135
"3724",3781,"Humboldt County","R","Comedy",96,"Fresh",60,20,82357,2008,6.2,2649
"3725",3782,"Humpday","R","Comedy",94,"Certified-Fresh",79,138,407377,2009,6,6115
"3726",3783,"Hungry Hearts","NR","Drama",112,"Fresh",63,38,6921,2015,6.3,38
"3727",3784,"Hunky Dory","NR","Comedy",110,"Rotten",54,46,20296,2013,6.1,1268
"3728",3785,"The Hunt for Red October","PG","Action",137,"Certified-Fresh",89,71,122012643,1990,7.5,199822
"3729",3786,"Hunt for the Wilderpeople","NR","Comedy",101,"Certified-Fresh",96,198,5205468,2016,7.8,130478
"3730",3787,"Hunter Gatherer","NR","Drama",88,"Fresh",96,24,20641,2016,6.2,664
"3731",3788,"Hunter Killer","R","Action",121,"Rotten",36,110,15767460,2018,6.6,63439
"3732",3789,"Hybrid","PG-13","Documentary",92,"Fresh",88,16,164386,2002,7.5,147
"3733",3790,"Hyde Park on Hudson","R","Comedy",94,"Rotten",37,178,6376145,2012,5.9,11950
"3734",3791,"Hyena Road","R","Drama",120,"Rotten",55,22,1430,2016,6.5,7935
"3735",3792,"Hysteria","R","Comedy",99,"Rotten",59,134,1804139,2012,6,833
"3736",3793,"I Am Ali","PG","Documentary",114,"Fresh",64,25,7205,2014,7.2,3941
"3737",3794,"I Am David","PG","Drama",92,"Rotten",39,33,288552,2004,7.1,7744
"3738",3795,"I Am Divine","NR","Documentary",90,"Certified-Fresh",96,53,81497,2013,7.5,2962
"3739",3796,"I Am Legend","PG-13","Action",101,"Fresh",68,215,256393010,2007,7.2,752117
"3740",3797,"I Am Number Four","PG-13","Action",110,"Rotten",33,168,55100437,2011,6.1,238132
"3741",3798,"I Am Sam","PG-13","Drama",132,"Rotten",35,145,40311852,2001,7.6,150322
"3742",3799,"I Am Trying to Break Your Heart","NR","Documentary",93,"Certified-Fresh",88,60,445522,2002,7.4,2138
"3743",3800,"I Can Only Imagine","PG","Drama",110,"Fresh",63,32,83482352,2018,7.3,16374
"3744",3801,"I Capture the Castle","R","Comedy",111,"Certified-Fresh",79,84,1179035,2003,6.8,7618
"3745",3802,"I, Daniel Blake","R","Drama",100,"Certified-Fresh",92,182,260354,2017,7.8,60168
"3746",3803,"I Declare War","NR","Comedy",90,"Fresh",73,41,14928,2013,6,2783
"3747",3804,"I Don't Know How She Does It","PG-13","Comedy",91,"Rotten",17,113,9662284,2011,4.9,20521
"3748",3805,"I Dreamed of Africa","PG-13","Drama",114,"Rotten",10,101,6651522,2000,5.5,4680
"3749",3806,"I Feel Pretty","PG-13","Comedy",110,"Rotten",35,226,48795601,2018,5.6,54111
"3750",3807,"I, Frankenstein","PG-13","Horror",93,"Rotten",5,104,19075290,2014,5.1,81235
"3751",3808,"I Give It a Year","R","Comedy",97,"Rotten",51,82,34657,2013,5.7,37563
"3752",3809,"I Hate Valentine's Day","PG-13","Comedy",98,"Rotten",19,27,11004,2009,4.7,8560
"3753",3810,"I Heart Huckabees","R","Comedy",106,"Fresh",63,194,12785432,2004,6.6,64651
"3754",3811,"I Hope They Serve Beer in Hell","R","Comedy",106,"Rotten",20,35,1429299,2009,5.2,8529
"3755",3812,"I Know What You Did Last Summer","R","Horror",101,"Rotten",43,68,72586134,1997,5.8,146543
"3756",3813,"I Know Who Killed Me","R","Drama",108,"Rotten",9,77,7498716,2007,3.6,29807
"3757",3814,"I Love Trouble","PG","Comedy",123,"Rotten",22,46,30806194,1994,6.7,785
"3758",3815,"I Love You, I Love You Not","PG-13","Drama",92,"Rotten",40,5,20677,1997,6.8,17
"3759",3816,"I Love You, Man","R","Comedy",105,"Certified-Fresh",83,208,71440011,2009,7,206672
"3760",3817,"I Love You to Death","R","Comedy",96,"Rotten",56,25,16186793,1990,6.4,14687
"3761",3818,"I.O.U.S.A.","PG","Documentary",87,"Certified-Fresh",88,65,821046,2008,7.5,1904
"3762",3819,"I Origins","R","Drama",117,"Rotten",52,105,336472,2014,7.3,125745
"3763",3820,"I, Robot","PG-13","Action",115,"Rotten",56,225,144801023,2004,7.1,537981
"3764",3821,"I Saw the Light","R","Drama",123,"Rotten",18,155,1646788,2016,5.7,7515
"3765",3822,"I Smile Back","R","Drama",85,"Rotten",50,70,58738,2015,6.2,5337
"3766",3823,"I Spit on Your Grave 2","R","Horror",100,"Rotten",0,8,809,2013,5.7,30058
"3767",3824,"I Spy","PG-13","Comedy",96,"Rotten",16,134,33561137,2002,6.1,40
"3768",3825,"I Still Know What You Did Last Summer","R","Horror",101,"Rotten",7,57,40002112,1998,4.7,74371
"3769",3826,"I Still See You","PG-13","Science Fiction",96,"Rotten",8,13,1359,2018,5.8,10281
"3770",3827,"I Think I Love My Wife","R","Comedy",94,"Rotten",19,115,12550605,2007,5.5,17103
"3771",3828,"I, Tonya","R","Drama",121,"Certified-Fresh",89,377,30014539,2017,7.5,214497
"3772",3829,"I Want Your Money","PG","Documentary",92,"Rotten",13,8,433588,2010,4.6,1307
"3773",3830,"I Will Follow","NR","Drama",88,"Fresh",82,11,135809,2011,6,898
"3774",3831,"I Wish","PG","Drama",128,"Certified-Fresh",93,75,145808,2012,8.1,16
"3775",3832,"Ice Age","PG","Comedy",81,"Certified-Fresh",77,167,176387405,2002,7.5,480673
"3776",3834,"Ice Age: Continental Drift","PG","Comedy",87,"Rotten",37,135,161321843,2012,6.5,209091
"3777",3835,"The Ice Harvest","R","Comedy",88,"Rotten",47,134,9016782,2005,6.2,24186
"3778",3836,"Ice Princess","G","Comedy",98,"Rotten",52,108,24402491,2005,6,27378
"3779",3837,"The Ice Storm","R","Drama",113,"Certified-Fresh",85,68,8038061,1997,7.4,56630
"3780",3838,"Ida","PG-13","Drama",80,"Certified-Fresh",96,162,3827060,2014,7.4,57881
"3781",3839,"Identity","R","Horror",90,"Fresh",62,173,52159536,2003,7.3,248099
"3782",3840,"Identity Thief","R","Comedy",106,"Rotten",19,175,134506920,2013,5.7,134024
"3783",3841,"Idiocracy","R","Comedy",84,"Certified-Fresh",76,49,444093,2006,6.5,163577
"3784",3842,"Idle Hands","R","Comedy",90,"Rotten",15,55,4152230,1999,6.7,24
"3785",3843,"Idlewild","R","Drama",121,"Rotten",47,131,12571185,2006,6.1,5576
"3786",3844,"If a Tree Falls: A Story of the Earth Liberation Front","NR","Documentary",85,"Fresh",88,32,61794,2011,7.1,3226
"3787",3845,"If I Stay","PG-13","Drama",106,"Rotten",35,140,50474843,2014,6.7,123335
"3788",3846,"If I Were You","R","Drama",115,"Rotten",13,15,9432,2013,6.9,2210
"3789",3847,"If Lucy Fell","R","Comedy",94,"Rotten",18,28,2420162,1996,4.9,4197
"3790",3848,"If the Dancer Dances","NR","Documentary",83,"Fresh",93,15,10912,2019,7.1,76
"3791",3849,"If You Build It","NR","Documentary",82,"Fresh",78,27,43393,2014,7.1,203
"3792",3850,"Igby Goes Down","R","Comedy",104,"Certified-Fresh",76,135,4777465,2002,6.9,33599
"3793",3851,"I'll Do Anything","PG-13","Comedy",115,"Fresh",61,18,10424645,1994,5.5,2718
"3794",3852,"I'll Sleep When I'm Dead","R","Drama",102,"Rotten",44,90,360759,2004,5.8,8679
"3795",3853,"I'll Take Your Dead","NR","Horror",83,"Fresh",67,15,7692,2019,5.7,4989
"3796",3854,"Illegal Tender","R","Drama",107,"Rotten",15,48,3106835,2007,5.4,2644
"3797",3855,"Illuminata","R","Comedy",120,"Rotten",40,25,840134,1999,6,1670
"3798",3856,"The Illusionist","PG-13","Drama",110,"Certified-Fresh",74,194,39868642,2006,7.6,372285
"3799",3857,"Ilo Ilo","NR","Drama",99,"Certified-Fresh",100,45,56773,2014,7.2,4749
"3800",3858,"Happily Ever After","NR","Comedy",105,"Rotten",57,42,3299382,1993,6.7,32
"3801",3859,"I'm Dancing as Fast as I Can","R","Drama",105,"Rotten",33,6,291390,1982,6.2,527
"3802",3860,"I'm Gonna Git You Sucka","R","Comedy",87,"Fresh",64,28,13030057,1988,6.6,13716
"3803",3861,"I'm Losing You","R","Drama",105,"Rotten",40,5,13996,1999,5.1,481
"3804",3862,"I'm Not Ashamed","PG-13","Drama",112,"Rotten",20,10,2082980,2016,5.8,3766
"3805",3863,"I'm Not Rappaport","PG-13","Comedy",135,"Rotten",38,16,26011,1996,6.5,1743
"3806",3864,"I'm Not There","R","Drama",135,"Certified-Fresh",77,162,4017609,2007,6.8,59072
"3807",3865,"I'm Still Here","R","Documentary",108,"Rotten",53,131,408983,2010,6.2,22786
"3808",3866,"Imaginary Crimes","PG","Drama",104,"Fresh",60,10,89611,1994,6.4,1594
"3809",3867,"Imagine: John Lennon","R","Documentary",106,"Fresh",92,13,3753977,1988,7.8,4992
"3810",3868,"Imagining Argentina","R","Drama",107,"Rotten",31,13,8899,2004,6.1,3427
"3811",3869,"Immediate Family","PG-13","Drama",100,"Rotten",50,12,5932613,1989,6,1626
"3812",3870,"Immigration Tango","R","Comedy",90,"Rotten",7,14,24554,2011,3.9,361
"3813",3871,"Immortal Beloved","R","Drama",121,"Rotten",55,55,9914409,1994,7.4,24960
"3814",3872,"Immortals","R","Action",110,"Rotten",46,131,83504017,2011,6,168916
"3815",3873,"Impostor","R","Action",95,"Rotten",24,96,6285176,2002,6.1,23816
"3816",3874,"Impromptu","PG-13","Comedy",109,"Fresh",76,17,4076211,1991,6.8,5194
"3817",3875,"In the Name of the King: A Dungeon Siege Tale","PG-13","Action",124,"Rotten",4,52,4775656,2008,3.8,49275
"3818",3876,"In a Valley of Violence","R","Action",104,"Certified-Fresh",77,69,53647,2016,6.1,19271
"3819",3877,"In America","PG-13","Comedy",103,"Certified-Fresh",89,177,15539656,2003,7.7,43238
"3820",3878,"In & Out","PG-13","Comedy",90,"Fresh",71,51,63856929,1997,6.4,41905
"3821",3879,"In Between Days","NR","Drama",82,"Fresh",86,29,23465,2007,6.3,591
"3822",3880,"In Bruges","R","Comedy",107,"Certified-Fresh",84,198,7800824,2008,7.9,422172
"3823",3881,"In Country","R","Drama",120,"Fresh",68,28,3531971,1989,5.9,2969
"3824",3882,"In Darkness","R","Drama",145,"Certified-Fresh",88,111,1041455,2012,7.3,10733
"3825",3883,"In Dreams","R","Horror",104,"Rotten",24,50,12017369,1999,5.5,13141
"3826",3884,"In God's Hands","PG-13","Action",96,"Rotten",0,6,1546414,1998,5.4,1208
"3827",3885,"In Good Company","PG-13","Comedy",110,"Certified-Fresh",83,172,45806659,2004,6.5,55399
"3828",3886,"In Her Shoes","PG-13","Comedy",129,"Certified-Fresh",75,164,32880591,2005,6.5,62623
"3829",3887,"In My Country","R","Drama",103,"Rotten",23,82,163893,2005,6.9,16
"3830",3888,"In My Sleep","PG-13","Horror",90,"Rotten",13,16,30158,2010,5.5,2093
"3831",3889,"In Our Nature","NR","Drama",103,"Rotten",47,19,6543,2012,5.7,805
"3832",3890,"In Search of Greatness","PG-13","Documentary",80,"Fresh",92,26,58090,2018,6.9,524
"3833",3891,"In Secret","R","Drama",102,"Rotten",41,88,444179,2014,6.1,8870
"3834",3892,"In the Army Now","PG","Comedy",93,"Rotten",6,32,28881266,1994,4.9,13924
"3835",3893,"In the Bedroom","R","Drama",138,"Certified-Fresh",93,138,35930604,2001,7.4,40521
"3836",3894,"In the Company of Men","R","Comedy",95,"Certified-Fresh",89,54,2804473,1997,7.1,13794
"3837",3895,"In the Cut","R","Drama",118,"Rotten",32,173,4750602,2003,5.4,24654
"3838",3896,"In the Family","NR","Drama",169,"Fresh",97,29,101934,2011,7,8
"3839",3897,"In the Heart of the Sea","PG-13","Action",116,"Rotten",43,237,25020758,2015,6.9,139166
"3840",3898,"In the Land of Blood and Honey","R","Drama",127,"Rotten",57,82,303877,2011,4.7,34318
