"","Title","LifetimeGross","contentR","Year","Runtime","imdbR","rottentmtR","imdbC","rottentmtC"
"5125","Night Moves",271755,"R",2014,"100",7.1,83,15377,18
"5126","Night of the Creeps",591366,"R",1986,"88",6.7,75,23885,20
"5127","Night on Earth",2015810,"R",1992,"129",7.7,75,60865,24
"5128","Night School",1169875,"PG-13",1981,"88",5.6,26,2845,140
"5129","Night Shift",21095638,"R",1982,"106",6.5,92,16236,24
"5130","Nightbreed",8862354,"R",1990,"102",6.5,39,23546,28
"5131","Nightcrawler",32381217,"R",2014,"117",7.8,95,540113,271
"5132","A Nightmare on Elm Street",25504513,"R",1984,"91",7.4,94,236964,53
"5133","Stage Fright",6670680,"R",1983,"82",4.5,29,729,7
"5134","Nights in Rodanthe",41850659,"PG-13",2008,"97",6,31,25241,134
"5135","Nijinsky",1047454,"R",1980,"129",6.5,43,771,7
"5136","Nim's Island",48006762,"PG",2008,"96",6,51,35505,105
"5137","Nina's Heavenly Delights",9936,"PG-13",2007,"94",6.3,16,2219,19
"5138","Nine",19676965,"PG-13",2009,"60",3.2,39,22,207
"5139","Nine Months",69684532,"PG-13",1995,"103",5.5,26,37137,27
"5140","The Ninth Gate",18661336,"R",2000,"133",6.7,43,182633,90
"5141","Nixon",13681765,"R",1995,"192",7.1,74,31205,62
"5142","No",4868,"R",1999,"132",6.4,93,8,132
"5143","No Country for Old Men",74283625,"R",2007,"122",8.2,93,961682,287
"5144","No End in Sight",1433319,"NR",2007,"102",8.2,96,8437,98
"5145","No Escape",27288872,"R",2015,"83",5.8,47,30,155
"5146","No God, No Master",6796,"PG-13",2014,"94",5.9,73,912,15
"5147","No Good Deed",181600,"R",2003,"97",5.4,25,7523,12
"5148","For No Good Reason",67421,"R",2014,"89",7,62,1533,61
"5149","No Holds Barred",16093651,"PG-13",1989,"65",6.2,10,296,21
"5150","No One Killed Jessica",440525,"NR",2011,"136",7.2,80,11851,10
"5151","No One Lives",74918,"R",2013,"86",5.9,48,21436,40
"5152","No Pay, Nudity",20017,"R",2016,"92",5.8,71,187,7
"5153","No Reservations",43107979,"PG",2007,"104",6.3,42,75387,162
"5154","No Small Affair",4994094,"PG",1984,"102",5.5,57,2270,7
"5155","No Strings Attached",70662220,"R",2011,"93",5,49,161,172
"5156","No Such Thing",62703,"R",2002,"102",6,30,4210,43
"5157","No Turning Back",8042,"R",2003,"98",5.8,60,322,10
"5158","Noah",101200044,"PG-13",2014,"130",5.2,76,36,261
"5159","Noah's Arc: Jumping the Broom",532878,"R",2008,"101",6.6,42,860,12
"5160","Noble",347321,"PG-13",2015,"100",6.7,82,1700,34
"5161","Nobody Walks",25342,"R",2012,"83",5.3,41,5042,41
"5162","Nocturnal Animals",10663357,"R",2016,"116",7.5,74,277532,296
"5163","Nola",10550,"R",2003,"97",5.3,0,475,13
"5164","Nomads",2278264,"R",1986,"91",5.3,30,4523,10
"5165","The Nomi Song",74631,"NR",2005,"98",7.3,94,1082,35
"5166","Non-Stop",92168600,"PG-13",2014,"\N",8.3,62,7,225
"5167","Norbit",95673607,"PG-13",2007,"103",4.1,9,74772,124
"5168","Norm of the North",17062499,"PG",2016,"88",3.4,9,9471,69
"5169","Normal Life",22891,"R",1996,"101",6.2,70,2403,10
"5170","Norman Lear: Just Another Version of You",70950,"NR",2016,"91",7.3,86,446,43
"5171","North",7182747,"PG",1994,"87",4.5,14,14132,35
"5172","North Country",18337722,"R",2005,"126",7.3,69,42950,175
"5173","Northern Soul",8886,"R",2015,"102",6.3,76,3969,38
"5174","Northfork",1420578,"PG-13",2003,"103",6.2,56,5469,103
"5175","Nostalgia",114603,"R",2018,"\N",8.2,39,10,56
"5176","Not Another Teen Movie",38252284,"R",2001,"89",5.7,29,106361,99
"5177","Not Cool",36026,"NR",2014,"93",3.6,14,5813,7
"5178","Not Easily Broken",10572742,"PG-13",2009,"99",6,31,3021,68
"5179","Not Fade Away",610792,"R",2012,"110",9,70,7,90
"5180","Not Today",318121,"PG-13",2013,"92",8.6,50,20,6
"5181","Not Without My Daughter",14789113,"PG-13",1991,"116",6.4,50,13561,16
"5182","Notes on a Scandal",17510118,"R",2006,"92",7.4,87,79230,174
"5183","Nothing in Common",32324557,"PG",1986,"118",5.9,57,7268,23
"5184","Nothing Left to Fear",7886,"R",2013,"100",4.4,9,5023,11
"5185","Nothing Like the Holidays",7503736,"PG-13",2008,"98",6.1,54,4127,99
"5186","The Notorious Bettie Page",1415082,"R",2006,"91",6.5,57,11086,134
"5187","Notting Hill",116089678,"PG-13",1999,"124",7.2,83,309508,100
"5188","Novitiate",580346,"R",2017,"123",6.7,86,4439,101
"5189","Novocaine",2036682,"R",2001,"95",5.8,38,11263,107
"5190","Now & Later",1808,"NR",2011,"99",5.1,25,1904,12
"5191","Now and Then",27112329,"PG-13",1995,"100",6.7,32,30164,19
"5192","Now You See Me",117723989,"PG-13",2013,"115",7.2,51,655410,168
"5193","Now You See Me 2",65075540,"PG-13",2016,"129",6.4,33,287958,193
"5194","Nowhere Boy",1457248,"R",2010,"98",7.1,80,37104,147
"5195","Nowhere to Hide",847468,"R",1987,"90",4.6,47,56,19
"5196","Nurse Betty",25170054,"R",2000,"110",6.3,83,35329,131
"5197","Nursery University",26042,"NR",2009,"90",6.7,82,265,11
"5198","Nuts",30950002,"R",1987,"116",6.6,33,6855,24
"5199","O",16025437,"R",2001,"95",6.1,64,21358,125
"5200","O Brother, Where Art Thou?",45512588,"PG-13",2000,"107",7.7,77,310964,151
"5201","Oasis",10304,"NR",2004,"104",5.4,90,22,30
"5202","The Object of Beauty",5136759,"R",1991,"103",5.6,77,2151,13
"5203","The Object of My Affection",29187243,"R",1998,"111",6,52,20346,58
"5204","Oblivion",89107235,"PG-13",2013,"94",4.9,53,1433,255
"5205","Observe and Report",24007324,"R",2009,"86",5.7,51,63513,213
"5206","Obvious Child",3123963,"R",2014,"84",6.7,90,25467,165
"5207","Ocean's Eleven",183417150,"PG-13",2001,"127",6.5,82,23333,177
"5208","Ocean's Thirteen",117154724,"PG-13",2007,"122",6.9,70,346197,199
"5209","Ocean's Twelve",125544280,"PG-13",2004,"125",6.5,55,389153,185
"5210","The Octagon",18971000,"R",1980,"103",5,33,5709,6
"5211","October Baby",5357328,"PG-13",2011,"107",6.6,25,7655,40
"5212","October Country",26185,"NR",2010,"80",6.8,88,252,32
"5213","October Sky",32547800,"PG",1999,"108",7.8,91,91202,74
"5214","Octopussy",67893619,"PG",1983,"131",6.5,43,106223,49
"5215","Oculus",27695246,"R",2014,"104",6.5,74,129386,154
"5216","The Odd Couple II",18912328,"PG-13",1998,"97",6.4,27,10154,30
"5217","Of Love and Shadows",19710,"R",1996,"105",5,20,2213,5
"5218","Of Unknown Origin",1080470,"R",1983,"89",6.1,57,3304,7
"5219","Off the Map",1317167,"PG-13",2005,"108",7.1,70,3354,94
"5220","Off and Running",18262,"NR",2010,"86",5.3,88,225,16
"5221","Office Christmas Party",54767494,"R",2016,"105",5.8,41,80141,185
"5222","Office Space",10827810,"R",1999,"89",7.7,80,266501,101
"5223","An Officer and a Gentleman",129795554,"R",1982,"124",7,79,57032,28
"5224","Officer Downe",850,"R",2016,"88",4.2,33,2109,12
"5225","Offside",180530,"PG",2007,"93",7.3,94,8075,84
"5226","Oh, God! Book II",14504277,"PG",1980,"94",5.2,50,2353,6
"5227","Old Fashioned",1914090,"PG-13",2015,"115",4.9,18,2030,22
"5228","Old Gringo",3574256,"R",1989,"119",5.8,42,1993,12
"5229","Old Joy",255923,"NR",2006,"76",6.8,85,8091,93
"5230","Old School",75585093,"R",2003,"88",3.4,60,138,167
"5231","Oldboy",707481,"R",2005,"104",5.8,82,76392,148
"5232","Oleanna",124693,"R",1994,"89",6.6,53,3294,17
"5233","Oliver & Company",74151346,"G",1988,"74",6.6,50,48822,50
"5234","Olympus Has Fallen",98925640,"R",2013,"119",6.5,49,276130,197
"5235","Om Shanti Om",3597372,"PG-13",2007,"162",6.7,76,43782,17
"5236","Omar",356000,"NR",2014,"98",7.5,90,14445,87
"5237","On Chesil Beach",745971,"R",2018,"110",6.3,68,11401,165
"5238","On Deadly Ground",38590458,"R",1994,"101",4.6,10,24099,31
"5239","On Golden Pond",119285432,"PG",1981,"109",7.6,93,31730,29
"5240","On the Basis of Sex",24622687,"PG-13",2018,"120",7.1,73,34575,254
"5241","On the Ice",73492,"R",2012,"96",6.3,67,1002,15
"5242","On the Outs",49940,"R",2005,"86",6.7,94,684,31
"5243","On the Road",744296,"R",2012,"\N",6.9,44,9,153
"5244","On the Ropes",46737,"NR",1999,"94",7.3,93,463,14
"5245","Once",9439923,"R",2007,"100",6.2,97,23,158
"5246","Once Bitten",10000000,"PG-13",1985,"94",5.5,18,15012,11
"5247","Once in the Life",54780,"R",2000,"107",5.2,28,771,25
"5248","Once Upon a Forest",6582052,"G",1993,"71",6.4,22,5693,23
"5249","Once Upon a Time in America",5321508,"R",1984,"229",8.3,87,349993,53
"5250","Once Were Warriors",1608570,"R",1995,"102",7.9,93,34463,45
"5251","Ondine",550472,"PG-13",2010,"155",8,68,55,101
"5252","One Crazy Summer",13431806,"PG",1986,"93",6.3,59,15586,17
"5253","One Cut, One Life",9406,"NR",2015,"107",6,100,33,11
"5254","One Day",13843771,"PG-13",2011,"\N",6.5,36,19,145
"5255","One False Move",1543112,"R",1992,"105",7.1,94,12069,51
